DNI,Nom,Cognoms,País d'origen,Ciutat,Dia,Mes,Any,Gènere,Salari mensual,Fills,Grup Professional,Nom Complet,Nascut_Espanya,Data_naixament,Edat_actual,Increment
90958057L,Joan,Sánchez,Espanya,Bilbao,13,12,1974,Altres,1880.59,No,Grup B,Joan Sánchez,Si,1974-12-13,51,0.035
76741258Y,Carla,Castells Ferrer,Espanya,Bilbao,20,7,1952,Dona,1397.55,No,Grup A,Carla Castells Ferrer,Si,1952-07-20,73,0.05
98801519G,Jordi,García,Espanya,Bilbao,11,1,1970,Home,1757.43,Sí,Grup B,Jordi García,Si,1970-01-11,56,0.035
32149349F,Marta,Romero,Espanya,Bilbao,25,7,1973,Dona,1887.84,No,Grup B,Marta Romero,Si,1973-07-25,52,0.035
72513763X,Núria,Romero López,Espanya,Bilbao,15,6,1999,,1693.26,Sí,Grup B,Núria Romero López,Si,1999-06-15,26,0.035
24881645Q,Toni,Sánchez,Espanya,Bilbao,26,9,1992,Home,1405.53,No,Grup B,Toni Sánchez,Si,1992-09-26,33,0.035
69079699D,Marc,Martínez,Espanya,Bilbao,7,7,1988,Home,2033.78,No,Grup B,Marc Martínez,Si,1988-07-07,37,0.035
11119181K,Arnau,Ferrer,Espanya,Bilbao,20,5,1961,Home,1392.07,No,Grup B,Arnau Ferrer,Si,1961-05-20,65,0.035
21163199Y,Joan,Sánchez,Espanya,Bilbao,18,3,1982,Home,1713.6,No,Grup A,Joan Sánchez,Si,1982-03-18,44,0.05
75347458Q,Toni,Martínez,Espanya,Bilbao,25,12,1974,Home,1398.28,No,Grup B,Toni Martínez,Si,1974-12-25,51,0.035
24140397D,Oriol,Sánchez,Espanya,Bilbao,11,9,1989,Home,2189.02,Sí,Grup B,Oriol Sánchez,Si,1989-09-11,36,0.035
53176287C,Jordi,Castells,Espanya,Bilbao,6,2,1963,Home,1371.3,Sí,Grup A,Jordi Castells,Si,1963-02-06,63,0.05
80044333C,Núria,Martínez,Espanya,Bilbao,10,3,1971,Dona,1037.4,No,Grup A,Núria Martínez,Si,1971-03-10,55,0.05
77158777S,Núria,García,Espanya,Bilbao,15,6,2001,Dona,732.9,Sí,Grup A,Núria García,Si,2001-06-15,24,0.05
66460797A,Marc,López García,Espanya,Bilbao,10,9,2005,Home,1333.5,No,Grup A,Marc López García,Si,2005-09-10,20,0.05
12559305B,Núria,García Ferrer,Espanya,Bilbao,11,4,1982,Dona,1819.53,Sí,Grup B,Núria García Ferrer,Si,1982-04-11,44,0.035
82204716Y,Pau,López Ferrer,Espanya,Bilbao,13,4,1960,Home,1185.45,Sí,Grup A,Pau López Ferrer,Si,1960-04-13,66,0.05
96250825S,Jordi,Castells López,Espanya,Bilbao,12,2,1961,Home,2407.2,Sí,Grup C,Jordi Castells López,Si,1961-02-12,65,0.02
37902729B,Joan,Romero García,Espanya,Bilbao,25,1,1954,Home,2056.32,No,Grup C,Joan Romero García,Si,1954-01-25,72,0.02
71312672X,Jordi,López Romero,Espanya,Bilbao,17,12,1978,Home,1066.8,No,Grup A,Jordi López Romero,Si,1978-12-17,47,0.05
43437575V,Clara,Romero,Espanya,Bilbao,5,12,2004,Dona,1582.35,No,Grup A,Clara Romero,Si,2004-12-05,21,0.05
86899840T,Eva,García,Espanya,Bilbao,13,9,1978,Dona,1172.85,No,Grup A,Eva García,Si,1978-09-13,47,0.05
98430241N,Toni,López,Espanya,Bilbao,3,6,1956,Home,899.85,No,Grup A,Toni López,Si,1956-06-03,70,0.05
75634877M,Marc,Castells Castells,Espanya,Bilbao,18,12,1955,Home,1396.5,Sí,Grup A,Marc Castells Castells,Si,1955-12-18,70,0.05
58558026P,Toni,Romero Martínez,Espanya,Bilbao,15,9,1980,Home,1282.05,No,Grup A,Toni Romero Martínez,Si,1980-09-15,45,0.05
25564518R,Joan,López García,Espanya,Bilbao,21,11,1987,Home,2681.58,No,Grup C,Joan López García,Si,1987-11-21,38,0.02
80867475E,Arnau,Martínez,Espanya,Bilbao,9,10,1996,Home,1230.6,Sí,Grup A,Arnau Martínez,Si,1996-10-09,29,0.05
88633819Y,Clara,Romero López,Espanya,Bilbao,11,1,1955,Altres,2418.42,Sí,Grup C,Clara Romero López,Si,1955-01-11,71,0.02
89253307W,Clara,Sánchez López,Espanya,Bilbao,1,8,1952,Dona,1277.85,No,Grup A,Clara Sánchez López,Si,1952-08-01,73,0.05
26930927E,Laia,Castells Ferrer,Espanya,Madrid,16,12,1953,Altres,2819.88,No,Grup D,Laia Castells Ferrer,Si,1953-12-16,72,0.08
33234964B,Marta,Romero,Espanya,Madrid,10,5,2001,Dona,3034.8,Sí,Grup D,Marta Romero,Si,2001-05-10,25,0.08
22021087Z,Núria,García López,Espanya,Madrid,8,6,1969,Dona,1422.09,No,Grup B,Núria García López,Si,1969-06-08,56,0.035
98967015K,Laia,Martínez Sánchez,Espanya,Madrid,14,6,1961,Dona,2803.68,No,Grup D,Laia Martínez Sánchez,Si,1961-06-14,64,0.08
58465525T,Clara,Ferrer,Espanya,Madrid,17,7,1990,Dona,2893.32,No,Grup D,Clara Ferrer,Si,1990-07-17,35,0.08
43855905B,Eva,Castells,Espanya,Madrid,1,12,1965,Dona,922.95,No,Grup A,Eva Castells,Si,1965-12-01,60,0.05
90731738C,Pau,Martínez,Espanya,Madrid,17,8,1999,Home,2039.98,No,Grup B,Pau Martínez,Si,1999-08-17,26,0.035
58027402M,Joan,López,Espanya,Madrid,5,3,1957,Home,1015.35,No,Grup A,Joan López,Si,1957-03-05,69,0.05
29075001G,Eva,Ferrer,Espanya,Madrid,27,1,1974,Dona,1051.05,No,Grup A,Eva Ferrer,Si,1974-01-27,52,0.05
32306507M,Laia,López,Espanya,Madrid,11,7,1964,,2104.26,Sí,Grup C,Laia López,Si,1964-07-11,61,0.02
69153285Z,Pau,Sánchez,Espanya,Madrid,8,10,2001,Home,2132.82,No,Grup C,Pau Sánchez,Si,2001-10-08,24,0.02
86310227T,Núria,Martínez,Espanya,Madrid,19,3,1986,Dona,1475.25,No,Grup A,Núria Martínez,Si,1986-03-19,40,0.05
41282325G,Marc,García,Espanya,Madrid,19,10,1955,Home,2219.52,Sí,Grup C,Marc García,Si,1955-10-19,70,0.02
17081236L,Eva,Sánchez,Espanya,Madrid,9,9,1992,Dona,3115.8,Sí,Grup D,Eva Sánchez,Si,1992-09-09,33,0.08
82284855A,Pau,Romero Romero,Espanya,Madrid,6,12,1988,Home,2776.44,No,Grup C,Pau Romero Romero,Si,1988-12-06,37,0.02
45581974X,Núria,Romero,Espanya,Madrid,26,10,1993,Dona,1399.32,Sí,Grup B,Núria Romero,Si,1993-10-26,32,0.035
97855153L,Carla,Martínez,Espanya,Madrid,21,3,1973,Dona,3078.0,No,Grup D,Carla Martínez,Si,1973-03-21,53,0.08
60585845J,Arnau,Castells Castells,Espanya,Madrid,7,11,1963,Home,2200.14,No,Grup C,Arnau Castells Castells,Si,1963-11-07,62,0.02
42278299Y,Toni,Ferrer,Espanya,Madrid,19,8,1967,Home,1641.15,No,Grup A,Toni Ferrer,Si,1967-08-19,58,0.05
98253101W,Arnau,Romero,Espanya,Madrid,26,6,1985,Home,2790.72,No,Grup C,Arnau Romero,Si,1985-06-26,40,0.02
18522481J,Oriol,Martínez,Espanya,Madrid,18,1,1994,Home,1580.25,No,Grup A,Oriol Martínez,Si,1994-01-18,32,0.05
96178808S,Pau,Romero Castells,Espanya,Madrid,14,7,1996,Home,1629.6,Sí,Grup A,Pau Romero Castells,Si,1996-07-14,29,0.05
58966169Z,Núria,Sánchez Castells,Espanya,Madrid,12,5,1981,,2961.36,No,Grup D,Núria Sánchez Castells,Si,1981-05-12,45,0.08
76564295Y,Clara,Romero,Espanya,Madrid,5,12,1986,Dona,2593.86,No,Grup C,Clara Romero,Si,1986-12-05,39,0.02
30574341W,Oriol,García,Espanya,Madrid,8,3,1954,Altres,1640.1,No,Grup A,Oriol García,Si,1954-03-08,72,0.05
53967981Q,Pau,Sánchez,Espanya,Madrid,1,12,1982,Altres,896.7,No,Grup A,Pau Sánchez,Si,1982-12-01,43,0.05
13695774G,Eva,Castells,Espanya,Madrid,20,11,1957,Dona,1445.85,No,Grup A,Eva Castells,Si,1957-11-20,68,0.05
15812105B,Marc,Martínez Ferrer,Espanya,Madrid,14,7,1971,Altres,1258.95,No,Grup A,Marc Martínez Ferrer,Si,1971-07-14,54,0.05
12763903J,Eva,Martínez,Espanya,Madrid,19,10,1974,,2085.52,No,Grup B,Eva Martínez,Si,1974-10-19,51,0.035
88845881E,Pau,Martínez López,Espanya,Madrid,3,11,2000,Home,3007.8,Sí,Grup D,Pau Martínez López,Si,2000-11-03,25,0.08
68523497H,Marta,Ferrer,Espanya,Madrid,6,10,1986,Dona,1344.0,No,Grup A,Marta Ferrer,Si,1986-10-06,39,0.05
83703395A,Pau,Martínez,Espanya,Madrid,14,2,1959,Home,2173.5,No,Grup B,Pau Martínez,Si,1959-02-14,67,0.035
42823610D,Eva,Castells,Espanya,Madrid,9,7,1956,Dona,1727.42,Sí,Grup B,Eva Castells,Si,1956-07-09,69,0.035
33058070M,Marta,Romero García,Espanya,Madrid,11,5,1973,Dona,1996.52,No,Grup B,Marta Romero García,Si,1973-05-11,53,0.035
58786173A,Laia,Martínez,Espanya,Madrid,26,2,1979,Dona,1371.3,No,Grup A,Laia Martínez,Si,1979-02-26,47,0.05
73563832M,Oriol,Ferrer Romero,Espanya,Madrid,9,2,1985,Home,2038.95,No,Grup B,Oriol Ferrer Romero,Si,1985-02-09,41,0.035
60439277L,Marc,Castells Sánchez,Espanya,Madrid,24,10,1974,Home,884.1,No,Grup A,Marc Castells Sánchez,Si,1974-10-24,51,0.05
86767469V,Eva,García Martínez,Espanya,Madrid,10,7,1965,Dona,2033.88,Sí,Grup C,Eva García Martínez,Si,1965-07-10,60,0.02
16775772V,Pau,López,Espanya,Madrid,24,5,1977,Home,889.35,No,Grup A,Pau López,Si,1977-05-24,49,0.05
56628392X,Carla,García Martínez,Espanya,Madrid,19,4,1981,Dona,1565.55,Sí,Grup A,Carla García Martínez,Si,1981-04-19,45,0.05
77632270Q,Laia,Castells,Espanya,Madrid,11,4,1986,Dona,962.85,No,Grup A,Laia Castells,Si,1986-04-11,40,0.05
56070621Z,Marc,Castells,Espanya,Madrid,28,11,1976,Home,2261.34,No,Grup C,Marc Castells,Si,1976-11-28,49,0.02
49833520M,Marta,García Romero,Espanya,Madrid,27,10,1984,Dona,1001.7,No,Grup A,Marta García Romero,Si,1984-10-27,41,0.05
12401771G,Anna,García,Espanya,Madrid,19,7,1972,,1069.95,No,Grup A,Anna García,Si,1972-07-19,53,0.05
29758839B,Eva,García Sánchez,Espanya,Madrid,28,5,1968,Dona,995.4,No,Grup A,Eva García Sánchez,Si,1968-05-28,58,0.05
59810160K,Jordi,Romero Ferrer,Espanya,Madrid,15,4,2002,Home,1353.45,No,Grup A,Jordi Romero Ferrer,Si,2002-04-15,24,0.05
10102138Q,Núria,Sánchez Martínez,Espanya,Madrid,4,1,1958,Dona,1522.5,No,Grup A,Núria Sánchez Martínez,Si,1958-01-04,68,0.05
59071537P,Carla,Sánchez,Espanya,Madrid,2,7,1990,Dona,1575.27,Sí,Grup B,Carla Sánchez,Si,1990-07-02,35,0.035
12700084Q,Pau,Ferrer López,Espanya,Madrid,16,2,1966,,1242.15,Sí,Grup A,Pau Ferrer López,Si,1966-02-16,60,0.05
62868203H,Marta,López,Espanya,Madrid,26,8,1988,Dona,1405.95,Sí,Grup A,Marta López,Si,1988-08-26,37,0.05
62152209S,Laia,García,Espanya,Madrid,9,8,1991,Dona,1547.32,No,Grup B,Laia García,Si,1991-08-09,34,0.035
57378189F,Toni,López,Espanya,Madrid,12,10,1964,Home,1414.84,Sí,Grup B,Toni López,Si,1964-10-12,61,0.035
25373007Z,Eva,García,Espanya,Madrid,10,3,1971,,1289.4,Sí,Grup A,Eva García,Si,1971-03-10,55,0.05
92922593Z,Arnau,López,Espanya,Madrid,4,4,1994,Altres,1866.1,No,Grup B,Arnau López,Si,1994-04-04,32,0.035
37195438N,Carla,Romero,Espanya,Madrid,8,11,1991,Dona,2567.34,Sí,Grup C,Carla Romero,Si,1991-11-08,34,0.02
50292113M,Laia,López,Espanya,Madrid,21,4,1984,Dona,1220.26,Sí,Grup B,Laia López,Si,1984-04-21,42,0.035
17966918Y,Arnau,Ferrer Sánchez,Espanya,Madrid,17,7,1964,Home,2357.22,No,Grup C,Arnau Ferrer Sánchez,Si,1964-07-17,61,0.02
90904549G,Marc,López Martínez,Espanya,Madrid,18,11,2004,Home,1338.75,Sí,Grup A,Marc López Martínez,Si,2004-11-18,21,0.05
48610709N,Toni,García García,Espanya,Madrid,9,6,1958,Home,1470.0,Sí,Grup A,Toni García García,Si,1958-06-09,67,0.05
27295557B,Laia,García García,Espanya,Madrid,8,12,1972,Dona,2269.5,Sí,Grup C,Laia García García,Si,1972-12-08,53,0.02
38394682L,Clara,Sánchez Ferrer,Espanya,Madrid,21,4,1963,Dona,1390.2,Sí,Grup A,Clara Sánchez Ferrer,Si,1963-04-21,63,0.05
30011388C,Jordi,Sánchez Ferrer,Espanya,Madrid,2,4,1977,Home,1064.7,No,Grup A,Jordi Sánchez Ferrer,Si,1977-04-02,49,0.05
53118513Z,Carla,Martínez Sánchez,Espanya,Madrid,6,2,2004,Dona,723.45,Sí,Grup A,Carla Martínez Sánchez,Si,2004-02-06,22,0.05
50085415G,Joan,García,Espanya,Madrid,22,10,2000,Home,2139.34,No,Grup B,Joan García,Si,2000-10-22,25,0.035
53588164S,Jordi,Ferrer López,Espanya,Madrid,13,9,1955,Home,1750.18,Sí,Grup B,Jordi Ferrer López,Si,1955-09-13,70,0.035
97241617V,Marta,López Sánchez,Espanya,Madrid,17,5,1992,Dona,1936.48,Sí,Grup B,Marta López Sánchez,Si,1992-05-17,34,0.035
77786231R,Marc,García López,Espanya,Madrid,11,8,1963,Home,1075.2,No,Grup A,Marc García López,Si,1963-08-11,62,0.05
67448348B,Pau,García Romero,Espanya,Madrid,27,12,1983,Home,3046.68,No,Grup D,Pau García Romero,Si,1983-12-27,42,0.08
19835344L,Anna,Ferrer,Espanya,Madrid,8,5,1966,Dona,805.35,No,Grup A,Anna Ferrer,Si,1966-05-08,60,0.05
83461359C,Marc,Romero,Espanya,Madrid,2,8,1984,Home,1692.22,No,Grup B,Marc Romero,Si,1984-08-02,41,0.035
17266104D,Oriol,Ferrer,Espanya,Madrid,9,7,1985,Altres,762.3,No,Grup A,Oriol Ferrer,Si,1985-07-09,40,0.05
49562152B,Marta,Ferrer,Espanya,Madrid,25,5,1976,Dona,1989.27,No,Grup B,Marta Ferrer,Si,1976-05-25,50,0.035
91690612P,Clara,Castells,Espanya,Madrid,15,3,1981,Dona,1594.95,Sí,Grup A,Clara Castells,Si,1981-03-15,45,0.05
12767161T,Toni,Castells Castells,Espanya,Madrid,20,3,1950,Home,1609.65,No,Grup A,Toni Castells Castells,Si,1950-03-20,76,0.05
87906075W,Arnau,Sánchez Martínez,Espanya,Madrid,12,11,2003,Home,804.3,No,Grup A,Arnau Sánchez Martínez,Si,2003-11-12,22,0.05
87631058F,Joan,Ferrer Castells,Espanya,Madrid,25,10,1967,Home,1311.45,Sí,Grup A,Joan Ferrer Castells,Si,1967-10-25,58,0.05
16378767Z,Marc,Ferrer Romero,Espanya,Madrid,9,10,1973,Home,1135.05,No,Grup A,Marc Ferrer Romero,Si,1973-10-09,52,0.05
39929911E,Eva,Castells Romero,Espanya,Madrid,24,1,1958,Altres,1974.78,No,Grup B,Eva Castells Romero,Si,1958-01-24,68,0.035
28210536A,Anna,Sánchez López,Espanya,Madrid,4,8,1997,Altres,1256.85,No,Grup A,Anna Sánchez López,Si,1997-08-04,28,0.05
66842033A,Núria,Romero Romero,Espanya,Madrid,3,3,1962,Dona,938.7,No,Grup A,Núria Romero Romero,Si,1962-03-03,64,0.05
44569678M,Laia,Castells,Espanya,Madrid,9,8,1977,Dona,1030.05,No,Grup A,Laia Castells,Si,1977-08-09,48,0.05
49180523M,Oriol,López Martínez,Espanya,Madrid,17,3,1978,Home,2328.66,Sí,Grup C,Oriol López Martínez,Si,1978-03-17,48,0.02
71377022P,Pau,López,Espanya,Madrid,28,12,1971,Home,833.7,Sí,Grup A,Pau López,Si,1971-12-28,54,0.05
69931972C,Toni,Martínez López,Espanya,Madrid,4,12,1983,Home,1687.35,Sí,Grup A,Toni Martínez López,Si,1983-12-04,42,0.05
86555403J,Marc,García,Espanya,Madrid,14,7,1977,Home,1678.95,No,Grup A,Marc García,Si,1977-07-14,48,0.05
53653173V,Anna,López,Espanya,Madrid,17,1,1964,Altres,1348.6,No,Grup B,Anna López,Si,1964-01-17,62,0.035
46129359E,Laia,Castells Martínez,Espanya,Madrid,8,4,1975,Dona,1492.47,No,Grup B,Laia Castells Martínez,Si,1975-04-08,51,0.035
38832908L,Arnau,Martínez,Espanya,Madrid,20,12,1999,Home,2173.5,No,Grup B,Arnau Martínez,Si,1999-12-20,26,0.035
37757421G,Núria,Martínez Sánchez,Espanya,Madrid,23,5,1967,Dona,959.7,Sí,Grup A,Núria Martínez Sánchez,Si,1967-05-23,59,0.05
14219190G,Carla,Ferrer García,Espanya,Madrid,19,12,1960,Dona,1475.25,Sí,Grup A,Carla Ferrer García,Si,1960-12-19,65,0.05
14778034E,Eva,Romero,Espanya,Madrid,21,1,1972,Dona,1073.1,Sí,Grup A,Eva Romero,Si,1972-01-21,54,0.05
60352406T,Eva,Martínez,Espanya,Madrid,13,6,1994,Dona,1189.21,No,Grup B,Eva Martínez,Si,1994-06-13,31,0.035
29661736H,Marta,López,Espanya,Madrid,16,7,2001,Dona,2002.26,Sí,Grup C,Marta López,Si,2001-07-16,24,0.02
48928716V,Eva,Ferrer,Espanya,Madrid,22,5,1997,Dona,1268.91,No,Grup B,Eva Ferrer,Si,1997-05-22,29,0.035
92136991X,Laia,Ferrer,Espanya,Madrid,18,8,1973,Dona,1137.15,Sí,Grup A,Laia Ferrer,Si,1973-08-18,52,0.05
80745485X,Pau,Sánchez Martínez,Espanya,Madrid,2,3,1981,Home,2560.2,Sí,Grup C,Pau Sánchez Martínez,Si,1981-03-02,45,0.02
77617404G,Joan,Martínez Romero,Espanya,Madrid,19,6,1972,Home,1185.45,Sí,Grup A,Joan Martínez Romero,Si,1972-06-19,53,0.05
33366982Q,Pau,García,Espanya,Madrid,11,3,1976,,3142.8,No,Grup D,Pau García,Si,1976-03-11,50,0.08
94864855F,Toni,Sánchez,Espanya,Madrid,6,3,1996,Home,2123.82,No,Grup B,Toni Sánchez,Si,1996-03-06,30,0.035
22768293W,Jordi,López,Espanya,Madrid,27,4,1996,Home,2899.86,Sí,Grup C,Jordi López,Si,1996-04-27,30,0.02
54035649P,Eva,Martínez Martínez,Espanya,Madrid,16,9,2003,Dona,1355.55,No,Grup A,Eva Martínez Martínez,Si,2003-09-16,22,0.05
54906134P,Laia,López,Espanya,Madrid,15,10,1978,Dona,1497.64,Sí,Grup B,Laia López,Si,1978-10-15,47,0.035
96810023K,Jordi,López,Espanya,Madrid,25,6,1995,Home,3518.64,No,Grup D,Jordi López,Si,1995-06-25,30,0.08
48918423X,Arnau,Ferrer Romero,Espanya,Madrid,2,7,1975,Home,2272.86,No,Grup B,Arnau Ferrer Romero,Si,1975-07-02,50,0.035
27743987C,Joan,García Ferrer,Espanya,Madrid,1,6,1975,Home,840.0,Sí,Grup A,Joan García Ferrer,Si,1975-06-01,51,0.05
60786095W,Marc,García,Espanya,Madrid,8,1,1972,Altres,1630.65,No,Grup A,Marc García,Si,1972-01-08,54,0.05
87285985P,Clara,Sánchez,Espanya,Madrid,1,10,2002,Altres,3393.36,Sí,Grup D,Clara Sánchez,Si,2002-10-01,23,0.08
23290905N,Laia,López Castells,Espanya,Madrid,13,8,1971,,2824.2,Sí,Grup D,Laia López Castells,Si,1971-08-13,54,0.08
30561064P,Oriol,López Castells,Espanya,Madrid,14,4,1987,Home,3624.48,No,Grup D,Oriol López Castells,Si,1987-04-14,39,0.08
16082109P,Clara,López,Espanya,Madrid,12,5,1989,Dona,1449.0,No,Grup B,Clara López,Si,1989-05-12,37,0.035
23397473D,Anna,Romero,Espanya,Madrid,11,3,1990,Dona,1010.1,No,Grup A,Anna Romero,Si,1990-03-11,36,0.05
41326173T,Laia,Martínez,Espanya,Madrid,9,9,1977,Dona,2124.86,No,Grup B,Laia Martínez,Si,1977-09-09,48,0.035
59876171G,Arnau,Sánchez,Espanya,Madrid,28,10,1973,Home,1024.8,Sí,Grup A,Arnau Sánchez,Si,1973-10-28,52,0.05
99565242W,Joan,Sánchez Sánchez,Espanya,Madrid,28,7,2005,,1482.12,No,Grup B,Joan Sánchez Sánchez,Si,2005-07-28,20,0.035
19888245C,Pau,Romero,Espanya,Madrid,20,2,1953,Home,1412.25,No,Grup A,Pau Romero,Si,1953-02-20,73,0.05
40194783Y,Núria,Sánchez García,Espanya,Madrid,14,1,1966,Dona,2027.56,Sí,Grup B,Núria Sánchez García,Si,1966-01-14,60,0.035
28421457Z,Pau,Romero Castells,Espanya,Madrid,8,8,1968,Home,1500.45,Sí,Grup A,Pau Romero Castells,Si,1968-08-08,57,0.05
27247467S,Anna,López,Espanya,Madrid,2,1,1952,Dona,1115.1,Sí,Grup A,Anna López,Si,1952-01-02,74,0.05
60305889V,Oriol,Ferrer,Espanya,Madrid,12,3,1995,Home,3517.56,Sí,Grup D,Oriol Ferrer,Si,1995-03-12,31,0.08
86893272V,Marc,Ferrer,Espanya,Madrid,27,4,1954,Home,1717.8,Sí,Grup A,Marc Ferrer,Si,1954-04-27,72,0.05
70418524X,Laia,Castells Ferrer,Espanya,Madrid,7,5,1971,Dona,1591.8,Sí,Grup A,Laia Castells Ferrer,Si,1971-05-07,55,0.05
49712589T,Marta,López,Espanya,Madrid,9,7,2004,Dona,2986.2,No,Grup D,Marta López,Si,2004-07-09,21,0.08
90985453R,Pau,Ferrer,Espanya,Madrid,24,11,1997,Home,2300.8,No,Grup B,Pau Ferrer,Si,1997-11-24,28,0.035
19304110P,Arnau,García Romero,Espanya,Madrid,13,12,1970,Home,2362.32,No,Grup C,Arnau García Romero,Si,1970-12-13,55,0.02
23895788L,Marc,Castells,Espanya,Madrid,3,8,1978,Home,1778.88,No,Grup C,Marc Castells,Si,1978-08-03,47,0.02
59758346F,Laia,Martínez Romero,Espanya,Madrid,28,12,1957,Altres,764.4,Sí,Grup A,Laia Martínez Romero,Si,1957-12-28,68,0.05
56408493L,Anna,García García,Espanya,Madrid,8,5,2003,Dona,889.35,Sí,Grup A,Anna García García,Si,2003-05-08,23,0.05
89195587K,Carla,López Martínez,Espanya,Madrid,14,10,1962,Altres,1603.22,No,Grup B,Carla López Martínez,Si,1962-10-14,63,0.035
40039044H,Núria,Romero,Espanya,Madrid,9,4,1974,Dona,717.15,Sí,Grup A,Núria Romero,Si,1974-04-09,52,0.05
54263997Y,Núria,Romero,Espanya,Madrid,9,3,1956,Dona,1485.75,No,Grup A,Núria Romero,Si,1956-03-09,70,0.05
92018667L,Joan,Martínez Castells,Espanya,Madrid,4,10,1985,Home,1195.95,No,Grup A,Joan Martínez Castells,Si,1985-10-04,40,0.05
34370425H,Oriol,Ferrer,Espanya,Madrid,2,4,1974,Home,1370.34,Sí,Grup B,Oriol Ferrer,Si,1974-04-02,52,0.035
58088881Q,Anna,García,Espanya,Madrid,15,3,1960,Dona,1186.5,Sí,Grup A,Anna García,Si,1960-03-15,66,0.05
86366713Z,Carla,Sánchez Romero,Espanya,Madrid,22,1,2005,,936.6,No,Grup A,Carla Sánchez Romero,Si,2005-01-22,21,0.05
48597672J,Toni,Romero Romero,Espanya,Madrid,15,2,1984,Altres,1819.53,Sí,Grup B,Toni Romero Romero,Si,1984-02-15,42,0.035
13600054Y,Carla,Romero,Espanya,Madrid,18,3,1964,Dona,1736.73,Sí,Grup B,Carla Romero,Si,1964-03-18,62,0.035
47075714S,Marta,López,Espanya,Madrid,13,3,1999,Dona,1227.51,No,Grup B,Marta López,Si,1999-03-13,27,0.035
44074013Q,Toni,Sánchez,Espanya,Madrid,13,3,1976,,1777.09,Sí,Grup B,Toni Sánchez,Si,1976-03-13,50,0.035
83982081H,Eva,Castells,Espanya,Sevilla,3,5,1968,,1309.35,Sí,Grup A,Eva Castells,Si,1968-05-03,58,0.05
87645157V,Joan,López,Espanya,Sevilla,13,10,1964,Home,2657.1,Sí,Grup C,Joan López,Si,1964-10-13,61,0.02
60170471X,Toni,Martínez Castells,Espanya,Sevilla,20,4,1952,Altres,2203.52,No,Grup B,Toni Martínez Castells,Si,1952-04-20,74,0.035
33445957H,Eva,Ferrer Martínez,Espanya,Sevilla,4,5,1960,Dona,1470.74,No,Grup B,Eva Ferrer Martínez,Si,1960-05-04,66,0.035
95012750D,Carla,García,Espanya,Sevilla,17,5,1952,Dona,1011.15,Sí,Grup A,Carla García,Si,1952-05-17,74,0.05
38605068P,Toni,Martínez,Espanya,Sevilla,24,7,1982,Home,1590.75,Sí,Grup A,Toni Martínez,Si,1982-07-24,43,0.05
89187959Z,Anna,Sánchez,Espanya,Sevilla,21,10,1955,Dona,1349.64,No,Grup B,Anna Sánchez,Si,1955-10-21,70,0.035
10911456V,Marta,López,Espanya,Sevilla,6,6,1954,Dona,1558.2,No,Grup A,Marta López,Si,1954-06-06,72,0.05
32447081S,Marc,Martínez,Espanya,Sevilla,1,8,1977,Home,3283.2,No,Grup D,Marc Martínez,Si,1977-08-01,48,0.08
94678339J,Anna,Martínez Martínez,Espanya,Sevilla,10,4,1985,Dona,1399.65,No,Grup A,Anna Martínez Martínez,Si,1985-04-10,41,0.05
39421964W,Marta,Ferrer López,Espanya,Sevilla,19,7,1969,,2471.46,No,Grup C,Marta Ferrer López,Si,1969-07-19,56,0.02
63852668M,Anna,Sánchez García,Espanya,Sevilla,13,7,1993,Dona,1502.82,No,Grup B,Anna Sánchez García,Si,1993-07-13,32,0.035
96108474K,Clara,García,Espanya,Sevilla,10,3,1955,Dona,849.45,No,Grup A,Clara García,Si,1955-03-10,71,0.05
45293682M,Joan,Sánchez,Espanya,Sevilla,5,8,1988,Home,1125.6,Sí,Grup A,Joan Sánchez,Si,1988-08-05,37,0.05
43378401L,Núria,Castells Sánchez,Espanya,Sevilla,26,3,1975,Dona,698.25,No,Grup A,Núria Castells Sánchez,Si,1975-03-26,51,0.05
77333333Q,Pau,Ferrer,Espanya,Sevilla,1,1,1999,Home,1614.9,No,Grup A,Pau Ferrer,Si,1999-01-01,27,0.05
57021851P,Pau,Castells,Espanya,Sevilla,23,3,1978,Home,859.95,No,Grup A,Pau Castells,Si,1978-03-23,48,0.05
65405375Z,Marc,García Romero,Espanya,Sevilla,2,1,1982,Home,1182.3,No,Grup A,Marc García Romero,Si,1982-01-02,44,0.05
55464877X,Laia,Castells,Espanya,Sevilla,6,10,1992,,1544.55,No,Grup A,Laia Castells,Si,1992-10-06,33,0.05
54607036B,Eva,Ferrer,Espanya,Sevilla,24,1,1967,Dona,849.45,No,Grup A,Eva Ferrer,Si,1967-01-24,59,0.05
20733024B,Jordi,Ferrer Martínez,Espanya,Sevilla,26,1,1970,Home,1537.2,Sí,Grup A,Jordi Ferrer Martínez,Si,1970-01-26,56,0.05
83165476Y,Núria,García Ferrer,Espanya,Sevilla,17,6,1957,Altres,1283.4,No,Grup B,Núria García Ferrer,Si,1957-06-17,68,0.035
14065699S,Núria,Sánchez,Espanya,Sevilla,2,11,1991,Dona,1078.35,No,Grup A,Núria Sánchez,Si,1991-11-02,34,0.05
24435321M,Marta,Castells Ferrer,Espanya,Sevilla,15,3,1981,Dona,1937.52,Sí,Grup B,Marta Castells Ferrer,Si,1981-03-15,45,0.035
