DNI,Nom,Cognoms,País d'origen,Ciutat,Dia,Mes,Any,Gènere,Salari mensual,Fills,Grup Professional,Nom Complet,Nascut_Espanya,Data_naixament,Edat_actual,Increment
11305351X,Eva,García,Espanya,València,22,6,1993,Dona,1516.2,No,Grup A,Eva García,Si,1993-06-22,32,0.05
99383081M,Oriol,Sánchez García,Espanya,València,21,5,1993,Home,939.75,No,Grup A,Oriol Sánchez García,Si,1993-05-21,33,0.05
31713444D,Arnau,Romero Martínez,Espanya,València,7,5,1962,Home,1307.25,Sí,Grup A,Arnau Romero Martínez,Si,1962-05-07,64,0.05
84844149K,Marc,Sánchez Ferrer,Espanya,València,1,4,1998,Home,1016.4,No,Grup A,Marc Sánchez Ferrer,Si,1998-04-01,28,0.05
26365080Y,Anna,Sánchez,Espanya,València,5,6,1988,Dona,1013.25,No,Grup A,Anna Sánchez,Si,1988-06-05,37,0.05
22118978G,Núria,Ferrer,Espanya,València,26,4,1995,Dona,1294.65,No,Grup A,Núria Ferrer,Si,1995-04-26,31,0.05
23931178W,Toni,García,Espanya,València,4,5,1952,Home,1132.95,No,Grup A,Toni García,Si,1952-05-04,74,0.05
38147748A,Núria,Martínez Ferrer,Espanya,València,4,11,1976,Dona,1079.4,No,Grup A,Núria Martínez Ferrer,Si,1976-11-04,49,0.05
48749091Z,Oriol,Sánchez García,Espanya,València,16,7,1965,Home,1336.65,No,Grup A,Oriol Sánchez García,Si,1965-07-16,60,0.05
29019539A,Clara,Romero García,Espanya,València,8,2,1989,Dona,1308.3,Sí,Grup A,Clara Romero García,Si,1989-02-08,37,0.05
82819660N,Michel,Moreau,França,Lió,2,5,1970,Home,850.5,No,Grup A,Michel Moreau,No,1970-05-02,56,0.05
45820844F,Michel,Lefevre,França,Lió,14,1,1985,Home,862.05,Sí,Grup A,Michel Lefevre,No,1985-01-14,41,0.05
76202240S,Louis,Moreau,França,Lió,13,2,1974,Home,1747.2,Sí,Grup A,Louis Moreau,No,1974-02-13,52,0.05
92913286B,Michel,Dubois Dubois,França,Lió,4,9,1979,Home,1149.75,No,Grup A,Michel Dubois Dubois,No,1979-09-04,46,0.05
38127780Y,Louis,Dubois Girard,França,Lió,21,11,1950,Home,1139.25,No,Grup A,Louis Dubois Girard,No,1950-11-21,75,0.05
76568322R,Antoine,Lefevre,França,Lió,17,6,1999,Home,1303.05,No,Grup A,Antoine Lefevre,No,1999-06-17,26,0.05
71514483K,Jean,Girard Lefevre,França,Lió,28,12,1960,Home,976.5,No,Grup A,Jean Girard Lefevre,No,1960-12-28,65,0.05
58404017Q,Jean,Dubois,França,Lió,13,2,1960,Home,1051.05,Sí,Grup A,Jean Dubois,No,1960-02-13,66,0.05
66129686T,Jean,Dubois,França,Marsella,16,12,1964,Home,1672.65,Sí,Grup A,Jean Dubois,No,1964-12-16,61,0.05
76101195A,Jean,Lefevre,França,Marsella,8,10,1959,Home,819.0,No,Grup A,Jean Lefevre,No,1959-10-08,66,0.05
80554783G,Sophie,Moreau Dubois,França,Marsella,27,4,1956,Dona,1581.3,No,Grup A,Sophie Moreau Dubois,No,1956-04-27,70,0.05
57544317R,Louis,Girard Lefevre,França,Marsella,26,3,1983,Home,1059.45,Sí,Grup A,Louis Girard Lefevre,No,1983-03-26,43,0.05
19178233C,Jean,Moreau Girard,França,Marsella,12,11,1989,Home,909.3,No,Grup A,Jean Moreau Girard,No,1989-11-12,36,0.05
12118177C,Jean,Dubois,França,Marsella,24,11,1970,Home,1097.25,No,Grup A,Jean Dubois,No,1970-11-24,55,0.05
21285125Z,Chloé,Moreau,França,Marsella,5,5,1976,Dona,1231.65,Sí,Grup A,Chloé Moreau,No,1976-05-05,50,0.05
92984183N,Michel,Lefevre,França,Marsella,28,1,1988,Home,1176.0,No,Grup A,Michel Lefevre,No,1988-01-28,38,0.05
54542153E,Chloé,Girard Girard,França,Marsella,17,12,1956,Dona,1504.65,No,Grup A,Chloé Girard Girard,No,1956-12-17,69,0.05
53263676R,Chloé,Girard,França,París,5,10,1952,Dona,778.05,Sí,Grup A,Chloé Girard,No,1952-10-05,73,0.05
30736318Q,Élise,Moreau,França,París,25,7,2001,Dona,976.5,No,Grup A,Élise Moreau,No,2001-07-25,24,0.05
29471837G,Camille,Moreau,França,París,6,2,1957,Dona,836.85,No,Grup A,Camille Moreau,No,1957-02-06,69,0.05
94035504X,Louis,Dubois Dubois,França,París,22,9,1964,Home,1050.0,No,Grup A,Louis Dubois Dubois,No,1964-09-22,61,0.05
72654945E,Michel,Girard,França,París,12,3,2004,Home,1593.9,Sí,Grup A,Michel Girard,No,2004-03-12,22,0.05
32285371X,Louis,Lefevre Girard,França,París,23,10,1970,Home,773.85,Sí,Grup A,Louis Lefevre Girard,No,1970-10-23,55,0.05
30892443R,Élise,Moreau Moreau,França,París,10,6,1992,Dona,1446.9,No,Grup A,Élise Moreau Moreau,No,1992-06-10,33,0.05
87316866D,Alessia,Rossi,Itàlia,Milà,6,12,1989,Dona,1434.3,No,Grup A,Alessia Rossi,No,1989-12-06,36,0.05
98226417L,Giulia,Russo Conti,Itàlia,Milà,25,2,1971,Dona,1096.2,No,Grup A,Giulia Russo Conti,No,1971-02-25,55,0.05
93759961P,Alessandro,Russo Ferrari,Itàlia,Roma,13,8,1965,Home,987.0,No,Grup A,Alessandro Russo Ferrari,No,1965-08-13,60,0.05
76257088H,Francesca,Conti,Itàlia,Roma,10,8,1955,Dona,850.5,Sí,Grup A,Francesca Conti,No,1955-08-10,70,0.05
21774231J,Marco,Rossi,Itàlia,Torí,3,11,2002,Altres,1568.7,No,Grup A,Marco Rossi,No,2002-11-03,23,0.05
61746871V,Alessandro,Ferrari,Itàlia,Torí,13,4,1972,Altres,1400.7,Sí,Grup A,Alessandro Ferrari,No,1972-04-13,54,0.05
73587985T,Francesca,Ferrari,Itàlia,Torí,25,3,1999,Dona,1097.25,Sí,Grup A,Francesca Ferrari,No,1999-03-25,27,0.05
20214876P,Alessia,Russo,Itàlia,Torí,28,11,1954,Dona,1017.45,Sí,Grup A,Alessia Russo,No,1954-11-28,71,0.05
35241609K,Francesca,Russo,Itàlia,Torí,9,11,1986,Dona,1411.2,Sí,Grup A,Francesca Russo,No,1986-11-09,39,0.05
14098793R,Alessandro,Ferrari,Itàlia,Torí,22,7,2003,Home,1515.15,Sí,Grup A,Alessandro Ferrari,No,2003-07-22,22,0.05
45620823H,Alessia,Russo Russo,Itàlia,Torí,18,5,1995,Dona,1220.1,No,Grup A,Alessia Russo Russo,No,1995-05-18,31,0.05
85975055P,Giovanni,Rossi Ferrari,Itàlia,Torí,14,6,1991,Home,1073.1,No,Grup A,Giovanni Rossi Ferrari,No,1991-06-14,34,0.05
25144352S,Francesca,Rossi Russo,Itàlia,Torí,1,9,1994,Dona,1316.7,No,Grup A,Francesca Rossi Russo,No,1994-09-01,31,0.05
98288475Z,Youssef,Bennani,Marroc,Casablanca,20,9,1957,Home,819.0,Sí,Grup A,Youssef Bennani,No,1957-09-20,68,0.05
63099488Q,Youssef,Fassi Zahraoui,Marroc,Casablanca,8,3,2003,Home,1300.95,Sí,Grup A,Youssef Fassi Zahraoui,No,2003-03-08,23,0.05
87981337P,Amina,Zahraoui Fassi,Marroc,Casablanca,20,1,1984,Dona,1162.35,No,Grup A,Amina Zahraoui Fassi,No,1984-01-20,42,0.05
47351659S,Salma,El Amrani,Marroc,Casablanca,12,10,1987,Dona,1484.7,No,Grup A,Salma El Amrani,No,1987-10-12,38,0.05
65339008Z,Salma,Zahraoui,Marroc,Casablanca,20,12,1971,Dona,1468.95,Sí,Grup A,Salma Zahraoui,No,1971-12-20,54,0.05
31059050X,Amina,Fassi,Marroc,Casablanca,13,12,1971,,1533.0,No,Grup A,Amina Fassi,No,1971-12-13,54,0.05
68343127F,Youssef,Zahraoui,Marroc,Casablanca,2,3,1998,Home,1678.95,No,Grup A,Youssef Zahraoui,No,1998-03-02,28,0.05
41366739S,Khadija,El Amrani,Marroc,Casablanca,13,9,1998,Dona,1192.8,Sí,Grup A,Khadija El Amrani,No,1998-09-13,27,0.05
79888539R,Ali,Bennani Fassi,Marroc,Casablanca,14,12,1983,Home,1585.5,No,Grup A,Ali Bennani Fassi,No,1983-12-14,42,0.05
18279367H,Amina,Zahraoui Zahraoui,Marroc,Casablanca,20,4,1973,Dona,1526.7,No,Grup A,Amina Zahraoui Zahraoui,No,1973-04-20,53,0.05
26977768S,Fatima,Zahraoui Zahraoui,Marroc,Casablanca,6,2,1993,Dona,1276.8,No,Grup A,Fatima Zahraoui Zahraoui,No,1993-02-06,33,0.05
38141675A,Fatima,Fassi,Marroc,Rabat,6,11,2005,Altres,1513.05,Sí,Grup A,Fatima Fassi,No,2005-11-06,20,0.05
64074954W,Mohamed,Zahraoui,Marroc,Rabat,18,11,1950,Home,1570.8,No,Grup A,Mohamed Zahraoui,No,1950-11-18,75,0.05
89715580M,Salma,Zahraoui El Amrani,Marroc,Rabat,28,9,1950,Dona,1198.05,No,Grup A,Salma Zahraoui El Amrani,No,1950-09-28,75,0.05
27053674Z,Amina,El Amrani,Marroc,Rabat,25,1,1959,Dona,896.7,Sí,Grup A,Amina El Amrani,No,1959-01-25,67,0.05
72488520Y,Youssef,Fassi El Amrani,Marroc,Rabat,26,5,1968,Home,1044.75,Sí,Grup A,Youssef Fassi El Amrani,No,1968-05-26,58,0.05
60378955C,Fatima,Zahraoui El Amrani,Marroc,Rabat,27,1,1986,Dona,1377.6,No,Grup A,Fatima Zahraoui El Amrani,No,1986-01-27,40,0.05
13257049V,Youssef,Fassi Zahraoui,Marroc,Rabat,13,7,1974,Altres,1164.45,Sí,Grup A,Youssef Fassi Zahraoui,No,1974-07-13,51,0.05
78697534Q,Omar,Zahraoui Zahraoui,Marroc,Rabat,1,7,1983,,1334.55,Sí,Grup A,Omar Zahraoui Zahraoui,No,1983-07-01,42,0.05
77665617B,Youssef,Bennani El Amrani,Marroc,Rabat,5,9,1960,Home,1699.95,No,Grup A,Youssef Bennani El Amrani,No,1960-09-05,65,0.05
55802716W,Miguel,González,Mèxic,Ciutat de Mèxic,22,3,2002,Home,1607.55,No,Grup A,Miguel González,No,2002-03-22,24,0.05
52655443Q,Gabriela,Cruz González,Mèxic,Ciutat de Mèxic,3,1,1955,Dona,1084.65,Sí,Grup A,Gabriela Cruz González,No,1955-01-03,71,0.05
16777341F,José,González,Mèxic,Ciutat de Mèxic,16,8,1973,Home,1077.3,No,Grup A,José González,No,1973-08-16,52,0.05
73829702G,Miguel,Ramírez,Mèxic,Ciutat de Mèxic,26,4,2005,Home,1748.25,No,Grup A,Miguel Ramírez,No,2005-04-26,21,0.05
93347578D,José,Cruz González,Mèxic,Ciutat de Mèxic,24,10,1983,Home,1501.5,No,Grup A,José Cruz González,No,1983-10-24,42,0.05
94224511S,Camila,Cruz Cruz,Mèxic,Ciutat de Mèxic,19,7,1954,Dona,1356.6,Sí,Grup A,Camila Cruz Cruz,No,1954-07-19,71,0.05
92292409L,Carlos,Ramírez Cruz,Mèxic,Ciutat de Mèxic,28,12,1971,Home,1605.45,Sí,Grup A,Carlos Ramírez Cruz,No,1971-12-28,54,0.05
93782971H,Luisa,González Hernández,Mèxic,Ciutat de Mèxic,19,4,2005,Dona,721.35,No,Grup A,Luisa González Hernández,No,2005-04-19,21,0.05
26804172P,Andrés,Ramírez Hernández,Mèxic,Ciutat de Mèxic,2,9,1956,Home,1529.85,Sí,Grup A,Andrés Ramírez Hernández,No,1956-09-02,69,0.05
86981189A,Camila,Hernández Ramírez,Mèxic,Guadalajara,17,12,1996,Dona,1228.5,Sí,Grup A,Camila Hernández Ramírez,No,1996-12-17,29,0.05
80377928E,José,Hernández,Mèxic,Guadalajara,12,1,1992,Altres,1440.6,No,Grup A,José Hernández,No,1992-01-12,34,0.05
90781919E,Miguel,González,Mèxic,Guadalajara,15,9,1955,Home,1232.7,No,Grup A,Miguel González,No,1955-09-15,70,0.05
66183009R,Miguel,Cruz,Mèxic,Guadalajara,28,9,1955,Home,1318.8,Sí,Grup A,Miguel Cruz,No,1955-09-28,70,0.05
93868679R,María,Cruz,Mèxic,Guadalajara,23,6,1978,Dona,783.3,Sí,Grup A,María Cruz,No,1978-06-23,47,0.05
44245943V,Gabriela,Cruz,Mèxic,Guadalajara,27,1,1955,Dona,1465.8,No,Grup A,Gabriela Cruz,No,1955-01-27,71,0.05
86198614J,Camila,Cruz Cruz,Mèxic,Guadalajara,2,1,1952,Dona,880.95,No,Grup A,Camila Cruz Cruz,No,1952-01-02,74,0.05
65159318X,Luisa,Cruz Ramírez,Mèxic,Guadalajara,19,2,1985,Dona,758.1,No,Grup A,Luisa Cruz Ramírez,No,1985-02-19,41,0.05
78873166E,Beatriz,Ferreira Ferreira,Portugal,Lisboa,17,11,1952,,1022.7,No,Grup A,Beatriz Ferreira Ferreira,No,1952-11-17,73,0.05
18575690Y,João,Oliveira Ferreira,Portugal,Lisboa,21,3,1985,Home,1286.25,No,Grup A,João Oliveira Ferreira,No,1985-03-21,41,0.05
29550519X,Miguel,Silva,Portugal,Lisboa,12,6,1971,,941.85,No,Grup A,Miguel Silva,No,1971-06-12,54,0.05
93757958D,Inês,Silva,Portugal,Lisboa,20,8,1990,Dona,1177.05,Sí,Grup A,Inês Silva,No,1990-08-20,35,0.05
19113138L,João,Oliveira,Portugal,Lisboa,1,7,1979,Home,1339.8,No,Grup A,João Oliveira,No,1979-07-01,46,0.05
31397148Y,João,Silva,Portugal,Lisboa,2,7,1994,Home,1715.7,No,Grup A,João Silva,No,1994-07-02,31,0.05
15021643F,Tiago,Ferreira Pereira,Portugal,Lisboa,15,3,1959,Altres,1326.15,No,Grup A,Tiago Ferreira Pereira,No,1959-03-15,67,0.05
69796526G,Inês,Oliveira Ferreira,Portugal,Lisboa,2,5,1970,Dona,721.35,No,Grup A,Inês Oliveira Ferreira,No,1970-05-02,56,0.05
91877877E,Tiago,Ferreira,Portugal,Porto,22,11,1993,Home,1308.3,Sí,Grup A,Tiago Ferreira,No,1993-11-22,32,0.05
62356732M,Tiago,Silva Pereira,Portugal,Porto,24,3,1980,Home,1502.55,No,Grup A,Tiago Silva Pereira,No,1980-03-24,46,0.05
72940295V,Tiago,Oliveira,Portugal,Porto,22,3,1989,Home,1421.7,Sí,Grup A,Tiago Oliveira,No,1989-03-22,37,0.05
87072861Y,Miguel,Ferreira,Portugal,Porto,19,2,1990,Home,1262.1,No,Grup A,Miguel Ferreira,No,1990-02-19,36,0.05
99946609J,Inês,Silva Oliveira,Portugal,Porto,11,2,1986,Dona,1000.65,No,Grup A,Inês Silva Oliveira,No,1986-02-11,40,0.05
69723912X,Miguel,Oliveira Pereira,Portugal,Porto,19,4,1958,Home,1081.5,No,Grup A,Miguel Oliveira Pereira,No,1958-04-19,68,0.05
49728917R,Sophie,Taylor,Regne Unit,Londres,27,2,1983,Dona,1542.45,No,Grup A,Sophie Taylor,No,1983-02-27,43,0.05
43731528C,Oliver,Jones,Regne Unit,Londres,1,6,1959,Home,956.55,Sí,Grup A,Oliver Jones,No,1959-06-01,67,0.05
15056420W,George,Taylor Taylor,Regne Unit,Londres,8,9,1965,Home,1191.75,Sí,Grup A,George Taylor Taylor,No,1965-09-08,60,0.05
66434842X,James,Smith,Regne Unit,Londres,1,6,1954,Home,1131.9,No,Grup A,James Smith,No,1954-06-01,72,0.05
65737147M,William,Brown Smith,Regne Unit,Londres,17,7,1959,Home,1204.35,Sí,Grup A,William Brown Smith,No,1959-07-17,66,0.05
25331092S,Sophie,Jones,Regne Unit,Londres,26,1,1963,Dona,718.2,No,Grup A,Sophie Jones,No,1963-01-26,63,0.05
16218169P,William,Brown,Regne Unit,Londres,24,2,1991,Home,1046.85,Sí,Grup A,William Brown,No,1991-02-24,35,0.05
52604206S,Olivia,Taylor,Regne Unit,Londres,13,9,1992,,1486.8,Sí,Grup A,Olivia Taylor,No,1992-09-13,33,0.05
42592903R,Emily,Taylor,Regne Unit,Londres,24,3,1976,Dona,1312.5,Sí,Grup A,Emily Taylor,No,1976-03-24,50,0.05
67837921D,Isla,Taylor Smith,Regne Unit,Londres,7,5,1965,Dona,1298.85,No,Grup A,Isla Taylor Smith,No,1965-05-07,61,0.05
14371347B,William,Taylor,Regne Unit,Londres,11,10,1957,Home,1067.85,No,Grup A,William Taylor,No,1957-10-11,68,0.05
57441590Y,George,Brown Jones,Regne Unit,Manchester,27,12,1979,Home,1186.5,Sí,Grup A,George Brown Jones,No,1979-12-27,46,0.05
58204038A,Olivia,Brown Brown,Regne Unit,Manchester,28,8,1952,Altres,1074.15,No,Grup A,Olivia Brown Brown,No,1952-08-28,73,0.05
28367234K,Isla,Jones Brown,Regne Unit,Manchester,28,3,1999,Dona,1256.85,No,Grup A,Isla Jones Brown,No,1999-03-28,27,0.05
82046699J,William,Smith,Regne Unit,Manchester,19,5,1997,Home,1475.25,Sí,Grup A,William Smith,No,1997-05-19,29,0.05
