id,user_id,iban,pan,pin,cvv,track1,track2,expiring_date,card_type,card_renewal_flag
CcS-7017,2436,FR393111478575089612187436,1496250507902091,2086,228,%B1496250507902091^AUIOBBAUIOBB^3301000000000000000?,%B1496250507902091=2605101342510467?,12/28/28,prepaid,0
CcS-7018,2437,IT857719817459874548450777,9165779925371568,3604,522,%B9165779925371568^IXBDSLIXBDSL^3408000000000000000?,%B9165779925371568=2402101400380147?,08/26/28,debit,0
CcS-7019,2438,US485684883874928222052928,5448783628198390,2081,248,%B5448783628198390^MZDLNAMZDLNA^2909000000000000000?,%B5448783628198390=2508101237940562?,01/25/28,credit,1
CcS-7020,2439,DE817077759438600038290026,1182533748317127,7362,234,%B1182533748317127^XFHLSNXFHLSN^3212000000000000000?,%B1182533748317127=2910101301067577?,07/26/28,debit,0
CcS-7021,2440,SE151689518681935962943455,1683810071908696,5882,684,%B1683810071908696^QMAYNHQMAYNH^2904000000000000000?,%B1683810071908696=2803101609728928?,01/25/28,prepaid,1
CcS-7022,2441,GB183196624598224125206614,8708415878491987,5401,721,%B8708415878491987^UIZWJJUIZWJJ^2306000000000000000?,%B8708415878491987=3306101455314080?,09/26/28,premium_credit,0
CcS-7023,2442,PT117321848723594992448373,7452635773550510,6615,972,%B7452635773550510^XJYURBXJYURB^3102000000000000000?,%B7452635773550510=3105101823097515?,12/28/28,prepaid,0
CcS-7024,2443,IT853785794473291745823158,5781057156252428,8557,484,%B5781057156252428^FXBNVIFXBNVI^2712000000000000000?,%B5781057156252428=3111101471275751?,12/27/28,debit,0
CcS-7025,2444,DE129037231842960860363623,3372973852416021,9661,981,%B3372973852416021^LKZWZOLKZWZO^2901000000000000000?,%B3372973852416021=2205101591281861?,01/28/28,debit,0
CcS-7026,2445,CA949299432498036376493701,3133875232489733,2472,302,%B3133875232489733^IQOEXQIQOEXQ^2812000000000000000?,%B3133875232489733=2208101102865986?,12/29/28,debit,0
CcS-7027,2446,PL228241553177013051286390,4751853067997661,6757,703,%B4751853067997661^YKVESJYKVESJ^2306000000000000000?,%B4751853067997661=2602101908134492?,01/27/28,premium_credit,0
CcS-7028,2447,DE875783511582388484465969,8496729802591040,4306,686,%B8496729802591040^YNUZPTYNUZPT^3412000000000000000?,%B8496729802591040=2512101259132983?,07/29/28,credit,0
CcS-7029,2448,PT275801615194560110258221,0203583580167763,9071,237,%B0203583580167763^WEZLHGWEZLHG^2808000000000000000?,%B0203583580167763=2902101638182886?,01/26/28,debit,0
CcS-7030,2449,US465742157931228935897851,7633503317808306,5443,617,%B7633503317808306^UPUQJYUPUQJY^2308000000000000000?,%B7633503317808306=2802101194077263?,01/28/28,credit,0
CcS-7031,2450,US142903626504589571006772,7497847809052419,7377,595,%B7497847809052419^ZCLLBKZCLLBK^2409000000000000000?,%B7497847809052419=2301101581774279?,05/26/28,prepaid,0
CcS-7032,2451,FR418433580003374937651415,4078721086371051,9363,133,%B4078721086371051^QADIDLQADIDL^3005000000000000000?,%B4078721086371051=2211101837693793?,07/29/28,credit,0
CcS-7033,2452,SE293984784530042633358847,7608429472126907,5883,731,%B7608429472126907^QFCWVFQFCWVF^2303000000000000000?,%B7608429472126907=3010101847780981?,03/28/28,debit,0
CcS-7034,2453,SE309877897349548159177497,3929048149203487,9262,426,%B3929048149203487^CISXOSCISXOS^2907000000000000000?,%B3929048149203487=2306101859156730?,06/25/28,credit,1
CcS-7035,2454,DE987311197509329694053956,4461305175905603,8187,333,%B4461305175905603^IFCDWUIFCDWU^2209000000000000000?,%B4461305175905603=3201101669624452?,11/29/28,credit,0
CcS-7036,2455,FR697398338380717400501218,3050429471247018,9521,978,%B3050429471247018^LSELXBLSELXB^3308000000000000000?,%B3050429471247018=2510101218749432?,08/27/28,premium_credit,0
CcS-7037,2456,DE274313717103612518557092,2874872873914478,2961,217,%B2874872873914478^JGSDZUJGSDZU^2603000000000000000?,%B2874872873914478=3310101735511977?,06/25/28,credit,1
CcS-7038,2457,IT610535762250272098167269,9479426611795513,9140,467,%B9479426611795513^HPYDJSHPYDJS^2207000000000000000?,%B9479426611795513=3409101771397125?,08/25/28,debit,1
CcS-7039,2458,IT433715922521121530292350,1418923601088316,1415,235,%B1418923601088316^EOEPQJEOEPQJ^2501000000000000000?,%B1418923601088316=3404101452501535?,01/25/28,prepaid,1
CcS-7040,2459,GB342460139008519695579291,5952106508770212,2603,952,%B5952106508770212^XRNQKJXRNQKJ^3302000000000000000?,%B5952106508770212=3104101590940765?,06/28/28,credit,0
CcS-7041,2460,ES365615085641349181111460,8256674940595268,4079,195,%B8256674940595268^GNEPCLGNEPCL^2510000000000000000?,%B8256674940595268=3111101466655786?,04/29/28,debit,0
CcS-7042,2461,US750088004463905926039895,3229633447091520,8144,286,%B3229633447091520^MBUZUBMBUZUB^3201000000000000000?,%B3229633447091520=3305101171612829?,11/28/28,credit,0
CcS-7043,2462,SE640476917897587354983088,2260989586624236,5316,617,%B2260989586624236^LSDZJMLSDZJM^2812000000000000000?,%B2260989586624236=2211101793013660?,07/26/28,credit,0
CcS-7044,2463,ES316824270368918563403756,6983214592163062,4857,655,%B6983214592163062^RNIBXLRNIBXL^3110000000000000000?,%B6983214592163062=2807101987644188?,09/29/28,credit,0
CcS-7045,2464,US681621929124999469226553,4935563730615046,2858,584,%B4935563730615046^GYXBWAGYXBWA^3006000000000000000?,%B4935563730615046=3208101413650638?,04/25/28,debit,1
CcS-7046,2465,PL933159252204191811590708,8125882895044972,5000,850,%B8125882895044972^VJWPUUVJWPUU^2907000000000000000?,%B8125882895044972=3310101992300500?,04/29/28,credit,0
CcS-7047,2466,NL222674239543256152971478,1226082146750376,7265,836,%B1226082146750376^KHSHBYKHSHBY^2711000000000000000?,%B1226082146750376=2806101481428768?,07/29/28,credit,0
CcS-7048,2467,GB708765272889983810759882,0694982022781117,2289,832,%B0694982022781117^SWUQADSWUQAD^2912000000000000000?,%B0694982022781117=2507101780539136?,04/25/28,credit,1
CcS-7049,2468,PT939543039224051079251486,2583935200715392,7529,218,%B2583935200715392^HEXXRLHEXXRL^3107000000000000000?,%B2583935200715392=3112101932407177?,09/27/28,debit,0
CcS-7050,2469,CA138345948053324736749079,5783243120207524,9855,431,%B5783243120207524^CVNUKZCVNUKZ^2902000000000000000?,%B5783243120207524=2811101106028976?,08/29/28,debit,0
CcS-7051,2470,ES958335839721336689132269,3502308461362096,4941,139,%B3502308461362096^NLLHYCNLLHYC^2604000000000000000?,%B3502308461362096=2605101310079472?,09/29/28,credit,0
CcS-7052,2471,GB867682458348318258278223,2902115279235346,6589,492,%B2902115279235346^HDHNFYHDHNFY^3007000000000000000?,%B2902115279235346=2806101299910635?,08/29/28,debit,0
CcS-7053,2472,IT290257475021575338013284,7851335998678254,5707,523,%B7851335998678254^FQVWEMFQVWEM^2509000000000000000?,%B7851335998678254=2702101532282788?,03/29/28,credit,0
CcS-7054,2473,PL449289122234548666617905,6659787616828937,8268,418,%B6659787616828937^VYNPUZVYNPUZ^2809000000000000000?,%B6659787616828937=2401101146311098?,03/27/28,debit,0
CcS-7055,2474,GB817321523860379309145047,0516557063326472,7014,872,%B0516557063326472^QKGCWZQKGCWZ^2809000000000000000?,%B0516557063326472=2505101545028385?,11/25/28,credit,1
CcS-7056,2475,NL811393367733584188086011,3077826055181299,4834,476,%B3077826055181299^GZLLEDGZLLED^2503000000000000000?,%B3077826055181299=2705101125156710?,02/29/28,credit,0
CcS-7057,2476,PL372043276306247899654436,1478615042507728,4289,699,%B1478615042507728^VDDJYQVDDJYQ^2409000000000000000?,%B1478615042507728=3205101324420820?,10/29/28,debit,0
CcS-7058,2477,IT409061638403332294419982,8948036728919151,9912,477,%B8948036728919151^PPUAQLPPUAQL^2608000000000000000?,%B8948036728919151=2510101178583748?,10/27/28,credit,0
CcS-7059,2478,GB611762405954831646662405,9744568828003915,1471,304,%B9744568828003915^QVZSFRQVZSFR^3011000000000000000?,%B9744568828003915=3206101421910847?,07/28/28,credit,0
CcS-7060,2479,DE462069269985707725562908,6627229550721303,9358,374,%B6627229550721303^WMYZQCWMYZQC^2601000000000000000?,%B6627229550721303=3412101576353708?,05/28/28,debit,0
CcS-7061,2480,PL133493935381427277196501,2998396110322189,1441,938,%B2998396110322189^CAYUKLCAYUKL^2805000000000000000?,%B2998396110322189=2210101853867357?,07/28/28,debit,0
CcS-7062,2481,GB524258964000268562795218,1700234703216305,3201,742,%B1700234703216305^GZWPPZGZWPPZ^2705000000000000000?,%B1700234703216305=2504101438542961?,10/26/28,debit,0
CcS-7063,2482,FR749983351909241802403906,1840993537438739,8198,769,%B1840993537438739^LDHBRPLDHBRP^2311000000000000000?,%B1840993537438739=2809101199761389?,01/25/28,credit,1
CcS-7064,2483,NL393364727888087126213810,4879942965347267,8152,225,%B4879942965347267^RNDOZORNDOZO^3207000000000000000?,%B4879942965347267=2508101899276884?,11/27/28,debit,0
CcS-7065,2484,SE560547220399546902353699,1265715608013318,5299,436,%B1265715608013318^XAEVZUXAEVZU^2307000000000000000?,%B1265715608013318=3404101262072657?,09/28/28,premium_credit,0
CcS-7066,2485,PL796289418770365878375890,2758084575615228,7606,894,%B2758084575615228^ABRSPBABRSPB^2312000000000000000?,%B2758084575615228=2606101550954977?,05/29/28,credit,0
CcS-7067,2486,FR941284409186369148124476,4424363990361832,3179,752,%B4424363990361832^NACOZYNACOZY^2602000000000000000?,%B4424363990361832=3410101356167616?,09/26/28,credit,0
CcS-7068,2487,IT171910507075826140479253,2281661968923002,6547,351,%B2281661968923002^XXHRRKXXHRRK^2504000000000000000?,%B2281661968923002=2806101931690948?,07/27/28,premium_credit,0
CcS-7069,2488,PT601457186939171183693409,7239380037306039,7095,753,%B7239380037306039^HSXDDWHSXDDW^2210000000000000000?,%B7239380037306039=2910101130343756?,10/29/28,debit,0
CcS-7070,2489,GB710381119966514559550302,2014392626995232,4254,932,%B2014392626995232^TJVFHZTJVFHZ^3108000000000000000?,%B2014392626995232=2501101802007922?,07/26/28,debit,0
CcS-7071,2490,US171150382781454546446296,0917964853554753,6279,792,%B0917964853554753^SFAJNJSFAJNJ^3101000000000000000?,%B0917964853554753=2802101842717609?,05/25/28,debit,1
CcS-7072,2491,ES881458555750091022359687,2883796076341975,7024,358,%B2883796076341975^ZOWHAAZOWHAA^3011000000000000000?,%B2883796076341975=2902101508072391?,08/25/28,credit,1
CcS-7073,2492,SE463561097768820800411465,0459767404995479,6427,384,%B0459767404995479^DNHZGODNHZGO^2603000000000000000?,%B0459767404995479=2603101220699258?,10/29/28,debit,0
CcS-7074,2493,DE267262527242798593934233,5843667858835884,5060,169,%B5843667858835884^UITEIOUITEIO^2804000000000000000?,%B5843667858835884=3009101540400361?,12/27/28,credit,0
CcS-7075,2494,CA232410698332212477409179,0417864804663316,2776,351,%B0417864804663316^YFIIYIYFIIYI^2303000000000000000?,%B0417864804663316=3010101180124529?,06/29/28,credit,0
CcS-7076,2495,CA736885560807919647967198,1680041999423027,8833,602,%B1680041999423027^PWPZLFPWPZLF^3007000000000000000?,%B1680041999423027=2803101417807166?,03/25/28,debit,1
CcS-7077,2496,CA875506114500060829151448,9315702582338573,4475,139,%B9315702582338573^MWVDSHMWVDSH^3304000000000000000?,%B9315702582338573=2412101355889048?,10/28/28,credit,0
CcS-7078,2497,IT477660559757574835123268,4775134948012053,8864,539,%B4775134948012053^FEFAJVFEFAJV^3411000000000000000?,%B4775134948012053=2604101665316568?,04/28/28,credit,0
CcS-7079,2498,PL508049941400351494231625,8503271130353027,9847,273,%B8503271130353027^FKGRTLFKGRTL^3408000000000000000?,%B8503271130353027=3111101990518771?,04/27/28,credit,0
CcS-7080,2499,NL471672607652370103545140,6848390688643967,6336,514,%B6848390688643967^WRODKHWRODKH^2802000000000000000?,%B6848390688643967=2501101403696051?,06/27/28,debit,0
CcS-7081,2500,PT159822836910905316769809,9003402969723546,2621,576,%B9003402969723546^ADLASNADLASN^2412000000000000000?,%B9003402969723546=2607101679182781?,03/29/28,debit,0
CcS-7082,2501,FR977577076779958290899123,8721056966842916,8845,861,%B8721056966842916^ADYSKNADYSKN^2512000000000000000?,%B8721056966842916=2805101235382763?,02/29/28,credit,0
CcS-7083,2502,US732118717354499674314705,8766302927415773,4640,429,%B8766302927415773^MBSTQXMBSTQX^3101000000000000000?,%B8766302927415773=2308101355250284?,08/27/28,debit,0
CcS-7084,2503,SE367555821458818850777794,9100025657469292,6819,700,%B9100025657469292^YZECWXYZECWX^2409000000000000000?,%B9100025657469292=2606101773964891?,05/26/28,debit,0
CcS-7085,2504,ES730433857806680153449006,7489903581634108,8137,904,%B7489903581634108^QQJGVAQQJGVA^3308000000000000000?,%B7489903581634108=3403101492907684?,12/28/28,debit,0
CcS-7086,2505,GB867498367637999397734442,6994792509981479,5581,790,%B6994792509981479^YEXVGLYEXVGL^2708000000000000000?,%B6994792509981479=2710101544596949?,02/28/28,premium_credit,0
CcS-7087,2506,IT230286177651306158443038,6280434073579917,6227,556,%B6280434073579917^KPQQUTKPQQUT^3206000000000000000?,%B6280434073579917=3312101187253270?,02/27/28,debit,0
CcS-7088,2507,SE668638491854971497399866,7357244713707183,8716,234,%B7357244713707183^KHZOEYKHZOEY^3212000000000000000?,%B7357244713707183=2404101702970739?,02/26/28,credit,0
CcS-7089,2508,GB432961925834521353787619,6251482984488907,4974,407,%B6251482984488907^XIDPMKXIDPMK^2711000000000000000?,%B6251482984488907=2801101699066381?,12/27/28,premium_credit,0
CcS-7090,2509,CA723336214572333636397418,0097041638681162,6192,637,%B0097041638681162^HLFGGWHLFGGW^2902000000000000000?,%B0097041638681162=3304101895056403?,06/28/28,credit,0
CcS-7091,2510,PL800429432640302994509880,1571198880742438,5366,221,%B1571198880742438^CKUUZPCKUUZP^2808000000000000000?,%B1571198880742438=2511101888279425?,12/27/28,debit,0
CcS-7092,2511,FR551155426261711390615443,4374188794938857,3205,790,%B4374188794938857^YXNNEDYXNNED^3405000000000000000?,%B4374188794938857=2707101119489022?,07/29/28,debit,0
CcS-7093,2512,DE468016825488929919382310,3964082296741519,2423,583,%B3964082296741519^AGZEESAGZEES^2205000000000000000?,%B3964082296741519=3101101439635546?,05/25/28,premium_credit,1
CcS-7094,2513,US431540923072423827550637,5339753236548721,9642,613,%B5339753236548721^VCWIAYVCWIAY^3011000000000000000?,%B5339753236548721=2205101343635457?,11/28/28,debit,0
CcS-7095,2514,CA507524152389468401220883,2723520045447722,7504,155,%B2723520045447722^NNXAYYNNXAYY^2506000000000000000?,%B2723520045447722=2509101906311399?,02/26/28,debit,0
CcS-7096,2515,GB292837161484374881987965,5772550639355808,8121,401,%B5772550639355808^CUILJXCUILJX^3112000000000000000?,%B5772550639355808=3004101325059468?,02/26/28,credit,0
CcS-7097,2516,FR196570271818632796906004,0533083979972114,8681,136,%B0533083979972114^CAZCYDCAZCYD^3003000000000000000?,%B0533083979972114=2203101547910786?,09/27/28,credit,0
CcS-7098,2517,ES201620633261697176972506,9212679589526046,2285,126,%B9212679589526046^IYEQGIIYEQGI^2602000000000000000?,%B9212679589526046=3102101720910929?,10/27/28,prepaid,0
CcS-7099,2518,CA458675123108914615976571,3212390050709794,1465,329,%B3212390050709794^UNBCFOUNBCFO^2802000000000000000?,%B3212390050709794=3207101850498564?,07/29/28,premium_credit,0
CcS-7100,2519,ES816623073440060850042779,9376830089522601,3910,868,%B9376830089522601^RWNCQURWNCQU^3110000000000000000?,%B9376830089522601=2407101331081757?,12/26/28,credit,0
CcS-7101,2520,CA774455986596219623144990,3968072950318382,3488,348,%B3968072950318382^NFNSSNNFNSSN^2904000000000000000?,%B3968072950318382=2204101872148622?,01/27/28,credit,0
CcS-7102,2521,IT964510292966953791607455,6874057717408880,7135,251,%B6874057717408880^HYZYRDHYZYRD^2301000000000000000?,%B6874057717408880=2207101357264022?,12/28/28,debit,0
CcS-7103,2522,NL891698364996098578046727,7282223709341757,9350,434,%B7282223709341757^UHJIWGUHJIWG^2604000000000000000?,%B7282223709341757=2509101236905532?,02/25/28,debit,1
CcS-7104,2523,GB301431611349289574795615,9375959400587127,3080,504,%B9375959400587127^XWLRBHXWLRBH^2302000000000000000?,%B9375959400587127=2304101390177274?,07/29/28,credit,0
CcS-7105,2524,NL637463129326422884194359,5471692362882011,6127,209,%B5471692362882011^JWIOGSJWIOGS^2808000000000000000?,%B5471692362882011=2611101770392591?,03/28/28,credit,0
CcS-7106,2525,DE361384054122648029722792,0267855814681939,6012,914,%B0267855814681939^RRCFAERRCFAE^3304000000000000000?,%B0267855814681939=2510101463381600?,12/25/28,credit,1
CcS-7107,2526,GB231742773806469722047011,5970570797169054,5721,733,%B5970570797169054^PEBRKNPEBRKN^2305000000000000000?,%B5970570797169054=2310101583785238?,04/28/28,debit,0
CcS-7108,2527,NL419149620883437033236425,9515574186620922,2522,769,%B9515574186620922^FTBBIAFTBBIA^2901000000000000000?,%B9515574186620922=2910101967071577?,05/26/28,credit,0
CcS-7109,2528,SE318218494619477964311226,0402546467879871,2127,158,%B0402546467879871^JBMMWGJBMMWG^2310000000000000000?,%B0402546467879871=3111101807087310?,12/29/28,premium_credit,0
CcS-7110,2529,PL505457053897628251700789,4773914087019095,4916,420,%B4773914087019095^IMZYJEIMZYJE^3002000000000000000?,%B4773914087019095=2202101562489103?,06/29/28,debit,0
CcS-7111,2530,PT419737689791779982779341,4769418407022606,6110,482,%B4769418407022606^RCTPLJRCTPLJ^3101000000000000000?,%B4769418407022606=2708101965039358?,01/27/28,debit,0
CcS-7112,2531,GB359825719052197868620048,2984915394244825,6910,859,%B2984915394244825^RSWAWARSWAWA^2210000000000000000?,%B2984915394244825=2401101631200375?,02/26/28,credit,0
CcS-7113,2532,SE785153892697196406970334,1866908456506359,2192,596,%B1866908456506359^YJKMZXYJKMZX^3302000000000000000?,%B1866908456506359=3103101802049806?,11/25/28,premium_credit,1
CcS-7114,2533,GB730840206999658646939853,7799005945390157,9844,447,%B7799005945390157^ERHMARERHMAR^2504000000000000000?,%B7799005945390157=2311101852340585?,10/26/28,credit,0
CcS-7115,2534,IT916512021953927435399438,6608229296127885,4490,993,%B6608229296127885^VATDFVVATDFV^3405000000000000000?,%B6608229296127885=2908101440084521?,03/26/28,premium_credit,0
CcS-7116,2535,NL888833000554991502494649,1360149528811324,5503,218,%B1360149528811324^WGEEIQWGEEIQ^3411000000000000000?,%B1360149528811324=2210101283652570?,11/26/28,debit,0
CcS-7117,2536,US196122089888748616366229,8124370819223845,5561,743,%B8124370819223845^DJHXHQDJHXHQ^2407000000000000000?,%B8124370819223845=3309101949659380?,10/29/28,credit,0
CcS-7118,2537,PT201773188193050688172435,5760880728877759,8674,622,%B5760880728877759^XHHZEPXHHZEP^2305000000000000000?,%B5760880728877759=2310101272075628?,09/26/28,credit,0
CcS-7119,2538,ES186894131016134239279728,6157717572734739,7840,297,%B6157717572734739^KWMQNIKWMQNI^3010000000000000000?,%B6157717572734739=3403101947251867?,08/26/28,credit,0
CcS-7120,2539,GB650927589805240659417413,0050456949588807,5324,201,%B0050456949588807^XGCWKEXGCWKE^2401000000000000000?,%B0050456949588807=3207101978728297?,04/28/28,prepaid,0
CcS-7121,2540,PT112979815243766051758907,2497680912686857,9032,890,%B2497680912686857^TINYQJTINYQJ^2807000000000000000?,%B2497680912686857=2304101902726241?,10/27/28,credit,0
CcS-7122,2541,PT202609856890761090346718,1332133566341395,9596,883,%B1332133566341395^TSAWKXTSAWKX^2511000000000000000?,%B1332133566341395=2806101201647282?,10/25/28,credit,1
CcS-7123,2542,DE567104866844659573129341,1362468431552079,1368,135,%B1362468431552079^VRHPFQVRHPFQ^2409000000000000000?,%B1362468431552079=2809101939132956?,05/25/28,credit,1
CcS-7124,2543,FR934686327845995238548788,2567519629780694,9607,457,%B2567519629780694^NXTWMHNXTWMH^3101000000000000000?,%B2567519629780694=2807101943389526?,02/28/28,debit,0
CcS-7125,2544,DE828439029163881279232102,5304950701757661,4101,905,%B5304950701757661^BIVHJIBIVHJI^2901000000000000000?,%B5304950701757661=2405101398570102?,05/28/28,credit,0
CcS-7126,2545,GB477894474380565977436816,8229446802617431,4223,614,%B8229446802617431^UESJWHUESJWH^2709000000000000000?,%B8229446802617431=2506101576716499?,12/26/28,prepaid,0
CcS-7127,2546,NL351014073291078228681673,8188324561488461,5819,479,%B8188324561488461^GSPDLVGSPDLV^2909000000000000000?,%B8188324561488461=2906101903176955?,12/28/28,debit,0
CcS-7128,2547,PL761133499988659431360236,8962100830556430,9428,559,%B8962100830556430^GHRCWFGHRCWF^2609000000000000000?,%B8962100830556430=3207101492533987?,11/26/28,debit,0
CcS-7129,2548,DE750926547739509984799031,1973236262907477,4610,706,%B1973236262907477^XLYBFWXLYBFW^3102000000000000000?,%B1973236262907477=2512101629768331?,09/29/28,credit,0
CcS-7130,2549,US297581079227471981895466,9026888909551212,1266,934,%B9026888909551212^RSHEYPRSHEYP^2402000000000000000?,%B9026888909551212=2209101159911673?,07/25/28,debit,1
CcS-7131,2550,FR722607105362133326434639,5137397361272387,8033,675,%B5137397361272387^EGMAPNEGMAPN^3406000000000000000?,%B5137397361272387=2410101245878828?,03/25/28,credit,1
CcS-7132,2551,NL456927403379829078343329,5470626835724804,5078,378,%B5470626835724804^KFVSBLKFVSBL^2309000000000000000?,%B5470626835724804=2312101953672799?,02/28/28,premium_credit,0
CcS-7133,2552,PT815813870891019510413795,6529598293836098,1103,644,%B6529598293836098^ENOVNHENOVNH^2905000000000000000?,%B6529598293836098=2203101220578372?,09/26/28,credit,0
CcS-7134,2553,IT190709835520594383095608,7164426688874386,5646,104,%B7164426688874386^UVCHNJUVCHNJ^3006000000000000000?,%B7164426688874386=3010101808341506?,11/27/28,credit,0
CcS-7135,2554,IT327709093193529204653522,3028554576279703,7262,476,%B3028554576279703^PZEQPJPZEQPJ^3206000000000000000?,%B3028554576279703=2605101288658611?,01/27/28,debit,0
CcS-7136,2555,SE243941924722570662289001,9745820579007987,4652,953,%B9745820579007987^SIVIFKSIVIFK^3306000000000000000?,%B9745820579007987=3407101140313448?,01/25/28,credit,1
CcS-7137,2556,CA497900163073670114451708,6256069320752937,4465,128,%B6256069320752937^YAOVMPYAOVMP^2312000000000000000?,%B6256069320752937=3311101649074214?,09/28/28,prepaid,0
CcS-7138,2557,IT688520820476411253825300,6796013613931937,1202,737,%B6796013613931937^IBWOLNIBWOLN^2311000000000000000?,%B6796013613931937=2803101697691354?,06/28/28,debit,0
CcS-7139,2558,PL697210780709101149209136,2225779338199475,3410,224,%B2225779338199475^XBZSWXXBZSWX^3110000000000000000?,%B2225779338199475=3110101323451179?,04/29/28,debit,0
CcS-7140,2559,IT861713589336044058613705,3894555277565529,8160,767,%B3894555277565529^BPWZWBBPWZWB^3404000000000000000?,%B3894555277565529=3004101883988903?,07/29/28,debit,0
CcS-7141,2560,DE130740448928791847730851,6187552937146858,5089,994,%B6187552937146858^ABNXJOABNXJO^2708000000000000000?,%B6187552937146858=2405101198261171?,10/25/28,debit,1
CcS-7142,2561,PL524548912922574509236402,8674252983719968,2332,663,%B8674252983719968^HNDYMHHNDYMH^3307000000000000000?,%B8674252983719968=3210101719976203?,04/28/28,prepaid,0
CcS-7143,2562,US824210144852922782079166,5687394704173012,7794,996,%B5687394704173012^AMEWMSAMEWMS^2303000000000000000?,%B5687394704173012=3207101426554796?,08/27/28,credit,0
CcS-7144,2563,DE348023276443443468608219,3791656731517693,5091,487,%B3791656731517693^UWHNWXUWHNWX^3002000000000000000?,%B3791656731517693=3212101885318605?,11/26/28,credit,0
CcS-7145,2564,CA331984566334890776527671,9454789131893224,4200,375,%B9454789131893224^EDNECJEDNECJ^2203000000000000000?,%B9454789131893224=2201101434675735?,03/25/28,credit,1
CcS-7146,2565,ES505874487385496808948466,8717195818613351,8534,270,%B8717195818613351^JZKVQOJZKVQO^2205000000000000000?,%B8717195818613351=3302101271466867?,09/28/28,debit,0
CcS-7147,2566,CA564643043090480789370391,1969593395868232,5122,442,%B1969593395868232^EZTBHYEZTBHY^2404000000000000000?,%B1969593395868232=3301101526988854?,07/25/28,credit,1
CcS-7148,2567,GB401209267506281891131623,0060072760107492,2670,103,%B0060072760107492^ZCDMSDZCDMSD^3006000000000000000?,%B0060072760107492=3007101138173467?,09/28/28,debit,0
CcS-7149,2568,PL959333826309289578745918,9142936371152953,9944,519,%B9142936371152953^BVVHGUBVVHGU^2304000000000000000?,%B9142936371152953=2311101227146739?,08/29/28,credit,0
CcS-7150,2569,PT699114209269837532427556,4523725546588734,8299,793,%B4523725546588734^VSIMVPVSIMVP^2510000000000000000?,%B4523725546588734=2911101643294682?,11/25/28,credit,1
CcS-7151,2570,IT577445311114163941085441,9106378121064002,4150,189,%B9106378121064002^FOXDPTFOXDPT^2809000000000000000?,%B9106378121064002=2305101907001236?,03/27/28,debit,0
CcS-7152,2571,IT923730390518937147051403,8428256609357732,1190,867,%B8428256609357732^KSRKOIKSRKOI^2602000000000000000?,%B8428256609357732=2606101854295686?,02/29/28,debit,0
CcS-7153,2572,NL674784893488147037910550,4617142665343571,4114,484,%B4617142665343571^APIENHAPIENH^3004000000000000000?,%B4617142665343571=2406101653697462?,12/28/28,credit,0
CcS-7154,2573,SE337870380396669372856834,3522118833423921,1493,582,%B3522118833423921^CUMIYICUMIYI^2509000000000000000?,%B3522118833423921=2801101480105372?,07/29/28,credit,0
CcS-7155,2574,PL254933129103857111704309,4178753866206924,9773,644,%B4178753866206924^ZKKNCTZKKNCT^3108000000000000000?,%B4178753866206924=2407101123316213?,07/29/28,debit,0
CcS-7156,2575,FR340821606839138747632027,6031488054787343,7213,289,%B6031488054787343^JOOUBLJOOUBL^3205000000000000000?,%B6031488054787343=2504101443805154?,02/25/28,debit,1
CcS-7157,2576,IT454356541286910005464808,3019997263041112,3898,777,%B3019997263041112^YXGYCRYXGYCR^2605000000000000000?,%B3019997263041112=3301101537929029?,01/28/28,debit,0
CcS-7158,2577,FR401234165869912277274333,5131422428857279,6941,521,%B5131422428857279^FAULMDFAULMD^2612000000000000000?,%B5131422428857279=3401101670875398?,06/28/28,premium_credit,0
CcS-7159,2578,CA806993102045556039989176,3908007821898252,9401,294,%B3908007821898252^RFCRAGRFCRAG^2806000000000000000?,%B3908007821898252=2705101369601665?,12/28/28,debit,0
CcS-7160,2579,SE391122916154667394936291,8519534604119274,4657,407,%B8519534604119274^MNNBUSMNNBUS^2512000000000000000?,%B8519534604119274=2607101365373309?,02/29/28,debit,0
CcS-7161,2580,NL750274037718909775089206,3659385371611701,5627,730,%B3659385371611701^ZZFQZKZZFQZK^2509000000000000000?,%B3659385371611701=2406101118907647?,03/25/28,debit,1
CcS-7162,2581,ES310505066936772724069736,2516062532396776,6255,186,%B2516062532396776^ZKFARGZKFARG^3012000000000000000?,%B2516062532396776=2907101506665530?,10/28/28,debit,0
CcS-7163,2582,FR139346734589567243031313,0615743392520464,3824,655,%B0615743392520464^BCECBHBCECBH^2708000000000000000?,%B0615743392520464=3102101949035351?,12/27/28,debit,0
CcS-7164,2583,SE622480690901958247952125,1762368257648183,5408,420,%B1762368257648183^AZUHHBAZUHHB^2210000000000000000?,%B1762368257648183=2410101361914916?,01/28/28,credit,0
CcS-7165,2584,FR741138466558316530352015,3112761577132862,9340,493,%B3112761577132862^QFINYKQFINYK^2512000000000000000?,%B3112761577132862=2209101127076272?,11/25/28,debit,1
CcS-7166,2585,SE520050818449708047042727,8004317383459378,8243,363,%B8004317383459378^FEYGDUFEYGDU^2809000000000000000?,%B8004317383459378=3201101367583535?,04/26/28,debit,0
CcS-7167,2586,PL351920034210209952379447,6556718826902666,8241,123,%B6556718826902666^UUONPNUUONPN^2707000000000000000?,%B6556718826902666=2401101578815107?,09/25/28,prepaid,1
