id,name,surname,phone,email,birth_date,country,city,postal_code,address,signup_date,user_segment,income_band
1015,Ydxljl,Yhswlpqn,+84-730-3250,ydxljl.yhswlpqn@example.com,"Nov 13, 2000",Canada,Hamilton,L8E 0A1,209 Yhswlpqn St,2013-05-29,young_professional,medium
1018,Ugddlo,Zpbkcjgo,+78-537-1497,ugddlo.zpbkcjgo@example.com,"Aug 7, 1950",United States,Chicago,60601,47 Zpbkcjgo St,2013-03-08,established,medium
1037,Igeldc,Blnegpaz,+64-495-5490,igeldc.blnegpaz@example.com,"Oct 26, 2000",Canada,Hamilton,L8E 0A1,634 Blnegpaz St,2013-09-16,student,low
1042,Gfmdyb,Kjyosqmc,+63-719-3839,gfmdyb.kjyosqmc@example.com,"Nov 26, 1960",United States,Houston,77001,408 Kjyosqmc St,2013-06-21,occasional,high
1061,Xxjhpb,Esshjbff,+79-146-7104,xxjhpb.esshjbff@example.com,"Jan 5, 1992",United States,New York,10001,218 Esshjbff St,2013-12-20,family,medium
1062,Fiupbm,Uvpqbcjh,+73-965-8428,fiupbm.uvpqbcjh@example.com,"Oct 23, 1989",Canada,Vancouver,V5K 0A1,976 Uvpqbcjh St,2014-10-24,frequent_shopper,medium
1068,Ekbvch,Ttzhirtl,+87-595-7198,ekbvch.ttzhirtl@example.com,"Jan 5, 2003",United States,New York,10001,10 Ttzhirtl St,2014-04-22,frequent_shopper,high
1074,Dzosao,Iycoxmwy,+45-787-2146,dzosao.iycoxmwy@example.com,"Jan 14, 1962",Canada,Winnipeg,R2C 0A1,999 Iycoxmwy St,2013-07-27,established,medium
1076,Vgsagv,Mjcfblcc,+57-333-8302,vgsagv.mjcfblcc@example.com,"Nov 18, 2001",Canada,Toronto,M5A 1A1,574 Mjcfblcc St,2013-02-24,frequent_shopper,high
1078,Uqsdld,Bmljvasd,+41-918-1411,uqsdld.bmljvasd@example.com,"Oct 1, 1957",Canada,Toronto,M5A 1A1,807 Bmljvasd St,2015-09-07,established,medium
1079,Bwuygk,Dojofrsi,+31-534-6318,bwuygk.dojofrsi@example.com,"Jun 11, 1987",United States,Philadelphia,19101,831 Dojofrsi St,2013-12-14,premium,very_high
1080,Jmiwhi,Forpdybe,+90-778-9893,jmiwhi.forpdybe@example.com,"Feb 4, 1953",Canada,Ottawa,K1A 0A1,560 Forpdybe St,2013-09-05,occasional,medium
1090,Uwoedf,Hmbkesqk,+44-727-1454,uwoedf.hmbkesqk@example.com,"Aug 20, 1997",United States,Los Angeles,90001,216 Hmbkesqk St,2013-05-29,occasional,low
1093,Zcdezm,Sgyfdasv,+37-314-8037,zcdezm.sgyfdasv@example.com,"Mar 23, 1980",Canada,Calgary,T1Y 0A1,969 Sgyfdasv St,2014-04-01,frequent_shopper,high
1098,Kbnfda,Slporeap,+39-365-4019,kbnfda.slporeap@example.com,"Aug 25, 1975",Canada,Edmonton,T5A 0A1,652 Slporeap St,2015-02-23,occasional,medium
1107,Sikxai,Bhznujdk,+81-874-3538,sikxai.bhznujdk@example.com,"Sep 23, 1960",Canada,Kitchener,N2A 0A1,678 Bhznujdk St,2014-05-24,established,low
1121,Pubhvh,Hpasmzgy,+76-796-1359,pubhvh.hpasmzgy@example.com,"Jun 4, 1986",Canada,Edmonton,T5A 0A1,612 Hpasmzgy St,2013-04-24,family,medium
1123,Zlbojb,Lesbehre,+71-341-3001,zlbojb.lesbehre@example.com,"Apr 3, 1967",Canada,Vancouver,V5K 0A1,913 Lesbehre St,2015-02-09,premium,very_high
1126,Fthblq,Mhjnjsna,+91-344-1046,fthblq.mhjnjsna@example.com,"Apr 24, 1976",United States,Philadelphia,19101,138 Mhjnjsna St,2013-06-29,frequent_shopper,medium
1128,Pqcuyl,Mphdvnep,+71-744-9313,pqcuyl.mphdvnep@example.com,"Dec 19, 1961",United States,Chicago,60601,668 Mphdvnep St,2014-04-11,occasional,medium
1135,Farsui,Nsufsqbp,+52-639-4576,farsui.nsufsqbp@example.com,"Jun 12, 1996",Canada,Kitchener,N2A 0A1,697 Nsufsqbp St,2013-05-23,frequent_shopper,very_high
1141,Xbixfz,Gcptgcfd,+97-714-1923,xbixfz.gcptgcfd@example.com,"Oct 27, 1953",Canada,Ottawa,K1A 0A1,375 Gcptgcfd St,2014-05-05,established,medium
1144,Rxxrge,Stjycxil,+50-930-3979,rxxrge.stjycxil@example.com,"Apr 12, 1971",United States,New York,10001,232 Stjycxil St,2014-11-09,frequent_shopper,high
1145,Moaqli,Sjtybxmc,+57-670-2711,moaqli.sjtybxmc@example.com,"Jul 27, 1980",United States,Houston,77001,675 Sjtybxmc St,2013-08-04,young_professional,medium
1148,Ihtvyu,Kbwehplg,+85-206-8442,ihtvyu.kbwehplg@example.com,"Oct 12, 1962",Canada,Ottawa,K1A 0A1,846 Kbwehplg St,2015-12-27,established,high
1164,Rbnfju,Czwjoztq,+71-518-5535,rbnfju.czwjoztq@example.com,"Nov 27, 1968",United States,Dallas,75201,246 Czwjoztq St,2013-03-14,established,medium
1171,Regkhd,Cfhyxqvy,+59-857-5432,regkhd.cfhyxqvy@example.com,"Aug 21, 1986",United States,San Diego,92101,541 Cfhyxqvy St,2013-05-10,frequent_shopper,medium
1179,Mdzmux,Jevmrmua,+87-424-9435,mdzmux.jevmrmua@example.com,"Dec 22, 2004",Canada,Kitchener,N2A 0A1,976 Jevmrmua St,2015-02-07,premium,very_high
1186,Jieazb,Ymoyfxuc,+56-194-9895,jieazb.ymoyfxuc@example.com,"Dec 21, 1956",United States,San Diego,92101,268 Ymoyfxuc St,2013-09-10,occasional,high
1188,Azeikf,Nkdmfgrr,+30-222-6406,azeikf.nkdmfgrr@example.com,"May 25, 1954",Canada,Kitchener,N2A 0A1,612 Nkdmfgrr St,2015-04-13,occasional,medium
1195,Gmnbnu,Oxdvhkll,+44-696-5746,gmnbnu.oxdvhkll@example.com,"Jan 10, 1994",United States,Philadelphia,19101,100 Oxdvhkll St,2014-01-16,frequent_shopper,medium
1198,Rljdeh,Lcxfovsl,+52-574-2271,rljdeh.lcxfovsl@example.com,"Jun 20, 1979",United States,Los Angeles,90001,248 Lcxfovsl St,2015-06-21,family,low
1209,Euvhav,Zuofkzhk,+33-558-6150,euvhav.zuofkzhk@example.com,"Dec 27, 1958",United States,New York,10001,747 Zuofkzhk St,2014-01-27,established,medium
1211,Bbvmdp,Wmpausse,+77-925-9234,bbvmdp.wmpausse@example.com,"Sep 6, 1993",United States,Los Angeles,90001,312 Wmpausse St,2016-01-08,premium,very_high
1221,Kynjmc,Bypvbffi,+43-251-2806,kynjmc.bypvbffi@example.com,"Nov 9, 1965",United States,San Antonio,78201,337 Bypvbffi St,2013-05-08,established,medium
1229,Jkrgzq,Sqfrxdij,+54-512-7227,jkrgzq.sqfrxdij@example.com,"May 8, 2003",Canada,Kitchener,N2A 0A1,303 Sqfrxdij St,2015-04-26,frequent_shopper,high
1230,Leginv,Pigidlnq,+38-596-1050,leginv.pigidlnq@example.com,"Jan 27, 1966",United States,Philadelphia,19101,409 Pigidlnq St,2014-03-23,established,medium
1239,Fjngga,Ykxdhzdu,+69-430-3586,fjngga.ykxdhzdu@example.com,"Sep 27, 2003",Canada,Winnipeg,R2C 0A1,725 Ykxdhzdu St,2013-09-11,student,medium
1250,Sdlfdx,Dtdyiwov,+89-364-2939,sdlfdx.dtdyiwov@example.com,"May 25, 1950",United States,San Jose,95101,929 Dtdyiwov St,2013-10-14,occasional,low
1251,Ouogbi,Grgrfehg,+86-555-9927,ouogbi.grgrfehg@example.com,"May 1, 1995",Canada,Hamilton,L8E 0A1,419 Grgrfehg St,2015-02-17,family,medium
1252,Ndfnwn,Mctopyxw,+53-277-2471,ndfnwn.mctopyxw@example.com,"Feb 19, 1982",Canada,Quebec City,G1A 0A1,834 Mctopyxw St,2014-11-21,young_professional,low
1256,Tcmiub,Poucronm,+86-388-3570,tcmiub.poucronm@example.com,"Apr 16, 1968",Canada,Hamilton,L8E 0A1,680 Poucronm St,2014-04-02,established,medium
1259,Olbnxq,Rglpnmvp,+48-727-2758,olbnxq.rglpnmvp@example.com,"Dec 9, 1996",United States,San Antonio,78201,823 Rglpnmvp St,2013-05-29,family,low
1263,Ycfdjr,Pvhyyocv,+65-165-8542,ycfdjr.pvhyyocv@example.com,"Oct 21, 1988",United States,Los Angeles,90001,825 Pvhyyocv St,2013-09-20,frequent_shopper,high
1264,Wshyuo,Lobshirq,+65-332-1721,wshyuo.lobshirq@example.com,"Jun 15, 1960",United States,Dallas,75201,523 Lobshirq St,2013-09-17,established,medium
1266,Fsgwqn,Fvwrefig,+51-904-9897,fsgwqn.fvwrefig@example.com,"Mar 9, 1990",United States,San Diego,92101,163 Fvwrefig St,2013-04-11,family,medium
1276,Mssdnv,Qotkphyj,+30-851-4602,mssdnv.qotkphyj@example.com,"Sep 28, 1957",Canada,Toronto,M5A 1A1,309 Qotkphyj St,2014-02-24,established,medium
1284,Hhbred,Extswhhr,+74-147-2392,hhbred.extswhhr@example.com,"Mar 14, 1975",Canada,Quebec City,G1A 0A1,375 Extswhhr St,2013-03-04,frequent_shopper,high
1291,Xocdhg,Xqrveeja,+74-510-4761,xocdhg.xqrveeja@example.com,"Oct 27, 1965",United States,Dallas,75201,895 Xqrveeja St,2015-02-07,established,medium
1292,Rnofxp,Hczrtbck,+34-160-5657,rnofxp.hczrtbck@example.com,"Jun 16, 1957",Canada,Edmonton,T5A 0A1,499 Hczrtbck St,2013-04-02,established,medium
1293,Bxpetx,Mryyldwa,+94-696-4436,bxpetx.mryyldwa@example.com,"Jan 18, 1953",United States,Philadelphia,19101,395 Mryyldwa St,2014-08-21,premium,very_high
1297,Ukrowl,Qqjclmlo,+56-938-8672,ukrowl.qqjclmlo@example.com,"May 15, 1957",United States,Dallas,75201,555 Qqjclmlo St,2014-07-28,established,medium
1298,Xgjjnd,Hgtpiaqr,+89-245-6739,xgjjnd.hgtpiaqr@example.com,"Oct 12, 1979",Canada,Hamilton,L8E 0A1,67 Hgtpiaqr St,2014-08-14,young_professional,medium
1301,Sfkunt,Wkabvygz,+86-274-8229,sfkunt.wkabvygz@example.com,"May 6, 1986",Canada,Calgary,T1Y 0A1,101 Wkabvygz St,2014-02-27,family,medium
1305,Hrotfs,Ofvhiyok,+65-572-2875,hrotfs.ofvhiyok@example.com,"Mar 23, 1987",United States,Houston,77001,797 Ofvhiyok St,2015-09-13,frequent_shopper,medium
1309,Posiwu,Bjtqeobf,+69-838-7050,posiwu.bjtqeobf@example.com,"Feb 28, 1958",Canada,Hamilton,L8E 0A1,527 Bjtqeobf St,2013-12-04,established,low
1312,Jpsjbp,Vdfeahkm,+74-646-2474,jpsjbp.vdfeahkm@example.com,"Nov 9, 2004",United States,Dallas,75201,804 Vdfeahkm St,2014-04-10,student,low
1321,Hzndfu,Lcnvbhyt,+95-122-4524,hzndfu.lcnvbhyt@example.com,"Jul 28, 2000",Canada,Hamilton,L8E 0A1,909 Lcnvbhyt St,2014-12-04,student,medium
1326,Epfowu,Zsuerskb,+90-373-1953,epfowu.zsuerskb@example.com,"Mar 25, 1983",Canada,Hamilton,L8E 0A1,994 Zsuerskb St,2014-09-21,occasional,medium
1327,Xojakp,Lwbliosn,+94-639-1505,xojakp.lwbliosn@example.com,"Dec 7, 1976",Canada,Hamilton,L8E 0A1,29 Lwbliosn St,2014-07-18,young_professional,medium
1333,Znurzn,Lhqdwshp,+37-112-1022,znurzn.lhqdwshp@example.com,"Aug 22, 1992",Canada,Montreal,H1A 0A1,674 Lhqdwshp St,2013-08-15,family,medium
1337,Ewrmsm,Elhgiczk,+93-869-1351,ewrmsm.elhgiczk@example.com,"Jan 16, 1977",Canada,Calgary,T1Y 0A1,235 Elhgiczk St,2014-02-26,frequent_shopper,medium
1347,Erwttq,Eyfgrdxb,+30-621-6719,erwttq.eyfgrdxb@example.com,"Jul 4, 2000",Canada,Ottawa,K1A 0A1,722 Eyfgrdxb St,2014-09-17,frequent_shopper,very_high
1354,Pulfso,Zdixccny,+93-304-6786,pulfso.zdixccny@example.com,"Nov 18, 1993",Canada,Kitchener,N2A 0A1,152 Zdixccny St,2014-01-28,frequent_shopper,very_high
1359,Ccgwmi,Tdtpnalu,+96-984-6209,ccgwmi.tdtpnalu@example.com,"Feb 21, 1969",Canada,Toronto,M5A 1A1,696 Tdtpnalu St,2017-05-03,occasional,medium
1365,Njjdhd,Khrwciwl,+67-379-5897,njjdhd.khrwciwl@example.com,"Sep 25, 1964",Canada,Montreal,H1A 0A1,445 Khrwciwl St,2013-08-20,occasional,medium
1367,Ubutrz,Xrjltlon,+54-595-5792,ubutrz.xrjltlon@example.com,"Aug 2, 1951",Canada,Ottawa,K1A 0A1,920 Xrjltlon St,2014-12-27,occasional,medium
1373,Soyzgv,Wugjlgxe,+36-881-6236,soyzgv.wugjlgxe@example.com,"Jun 21, 1990",Canada,Winnipeg,R2C 0A1,264 Wugjlgxe St,2013-06-22,young_professional,low
1379,Puhbur,Nowbutaa,+31-882-8003,puhbur.nowbutaa@example.com,"Jul 6, 1962",Canada,Winnipeg,R2C 0A1,159 Nowbutaa St,2014-03-25,established,medium
1382,Rpmoqu,Prftlkms,+51-643-9685,rpmoqu.prftlkms@example.com,"Dec 24, 1969",Canada,Quebec City,G1A 0A1,562 Prftlkms St,2013-07-19,occasional,low
1400,Ydkhjc,Wilqzhig,+65-825-5766,ydkhjc.wilqzhig@example.com,"Jun 24, 1959",United States,Los Angeles,90001,161 Wilqzhig St,2014-09-13,established,high
1401,Devnbq,Zlqgskuu,+71-537-6029,devnbq.zlqgskuu@example.com,"Sep 22, 1950",Canada,Quebec City,G1A 0A1,950 Zlqgskuu St,2013-01-17,frequent_shopper,very_high
1405,Chjqfw,Pzbfjhvp,+61-591-8811,chjqfw.pzbfjhvp@example.com,"Jul 24, 1975",Canada,Quebec City,G1A 0A1,242 Pzbfjhvp St,2014-01-01,frequent_shopper,very_high
1408,Gowerg,Qiodrcxd,+93-579-2947,gowerg.qiodrcxd@example.com,"Sep 25, 1988",Canada,Calgary,T1Y 0A1,609 Qiodrcxd St,2013-07-30,occasional,medium
1423,Gdonys,Megqewgn,+76-114-3680,gdonys.megqewgn@example.com,"Mar 27, 1975",Canada,Vancouver,V5K 0A1,168 Megqewgn St,2014-05-06,family,medium
1427,Opkamm,Qanyjgtc,+95-765-7076,opkamm.qanyjgtc@example.com,"Nov 7, 1977",United States,Phoenix,85001,167 Qanyjgtc St,2013-12-18,family,low
1435,Bbrrkv,Igrbrpxu,+54-619-9309,bbrrkv.igrbrpxu@example.com,"Mar 22, 1997",United States,Phoenix,85001,592 Igrbrpxu St,2014-09-15,frequent_shopper,low
1439,Wcklqx,Tdhtsmee,+94-459-6451,wcklqx.tdhtsmee@example.com,"Feb 5, 1984",United States,Phoenix,85001,194 Tdhtsmee St,2013-08-11,frequent_shopper,high
1440,Xggljb,Xpqrbgpi,+80-512-9699,xggljb.xpqrbgpi@example.com,"Jun 2, 1968",United States,Houston,77001,667 Xpqrbgpi St,2013-11-25,established,medium
1446,Nfdguz,Pamqcynz,+98-214-7036,nfdguz.pamqcynz@example.com,"Dec 8, 1999",United States,Philadelphia,19101,778 Pamqcynz St,2014-07-15,student,medium
1447,Broxpu,Ajasvqja,+33-167-4704,broxpu.ajasvqja@example.com,"Jun 16, 1982",United States,Philadelphia,19101,766 Ajasvqja St,2014-09-09,family,medium
1448,Xehhyn,Szgvpbym,+92-502-5093,xehhyn.szgvpbym@example.com,"Jul 5, 2005",Canada,Hamilton,L8E 0A1,924 Szgvpbym St,2013-07-09,frequent_shopper,high
1452,Mtnxog,Wwaqmvaa,+60-466-6922,mtnxog.wwaqmvaa@example.com,"Nov 11, 1997",United States,San Antonio,78201,609 Wwaqmvaa St,2014-11-07,frequent_shopper,medium
1463,Ovrblb,Wnappxxt,+76-683-9168,ovrblb.wnappxxt@example.com,"Feb 27, 1990",Canada,Quebec City,G1A 0A1,611 Wnappxxt St,2014-01-09,frequent_shopper,medium
1475,Udqhih,Aravuryw,+63-834-2528,udqhih.aravuryw@example.com,"Mar 25, 1979",United States,Philadelphia,19101,907 Aravuryw St,2013-10-15,occasional,medium
1479,Dqlckm,Usiwlkip,+33-159-9696,dqlckm.usiwlkip@example.com,"Apr 24, 1969",Canada,Kitchener,N2A 0A1,623 Usiwlkip St,2014-06-06,occasional,medium
1485,Erzqgr,Nuqsnmph,+47-119-8125,erzqgr.nuqsnmph@example.com,"May 9, 1999",United States,San Jose,95101,154 Nuqsnmph St,2013-07-02,student,low
1492,Nanotk,Yximutuu,+64-931-7590,nanotk.yximutuu@example.com,"Dec 3, 1984",United States,San Diego,92101,362 Yximutuu St,2013-05-04,occasional,medium
1494,Iqahhf,Byrhtpyc,+99-666-7272,iqahhf.byrhtpyc@example.com,"Feb 24, 1974",Canada,Ottawa,K1A 0A1,700 Byrhtpyc St,2014-02-18,premium,high
1497,Etcuyh,Irysyzge,+55-760-9477,etcuyh.irysyzge@example.com,"Mar 18, 2005",Canada,Quebec City,G1A 0A1,335 Irysyzge St,2014-11-17,young_professional,low
1510,Cvcgdt,Cwjjsyun,+62-201-2338,cvcgdt.cwjjsyun@example.com,"Aug 2, 2000",Canada,Kitchener,N2A 0A1,578 Cwjjsyun St,2013-05-02,young_professional,high
1513,Lcfmoq,Tgikafkn,+95-219-6208,lcfmoq.tgikafkn@example.com,"Dec 16, 1984",Canada,Calgary,T1Y 0A1,700 Tgikafkn St,2014-05-12,family,medium
1517,Sgtswb,Deezpsud,+74-279-8171,sgtswb.deezpsud@example.com,"Jan 5, 1993",United States,Philadelphia,19101,879 Deezpsud St,2013-05-29,premium,high
1519,Ypbcst,Rddaieum,+84-389-4284,ypbcst.rddaieum@example.com,"Jun 2, 1973",Canada,Quebec City,G1A 0A1,751 Rddaieum St,2015-06-23,premium,high
1525,Zfmqbw,Okfbznam,+47-325-7907,zfmqbw.okfbznam@example.com,"Jul 2, 1989",Canada,Kitchener,N2A 0A1,836 Okfbznam St,2014-10-25,occasional,medium
1528,Efwjip,Cdqvbptx,+94-863-1582,efwjip.cdqvbptx@example.com,"Mar 7, 1994",Canada,Calgary,T1Y 0A1,813 Cdqvbptx St,2014-08-21,frequent_shopper,high
1533,Ovtrrz,Kvxgfehi,+69-584-8220,ovtrrz.kvxgfehi@example.com,"Jan 6, 1967",United States,Los Angeles,90001,206 Kvxgfehi St,2015-05-10,established,low
1537,Octmrm,Byspmgak,+95-854-4804,octmrm.byspmgak@example.com,"Nov 10, 1996",United States,Philadelphia,19101,747 Byspmgak St,2014-06-25,frequent_shopper,high
1538,Rpbixr,Dutkjrzw,+77-831-8612,rpbixr.dutkjrzw@example.com,"Jan 26, 2000",United States,Philadelphia,19101,915 Dutkjrzw St,2014-07-16,student,medium
1547,Bfidhy,Tpqblcsp,+87-426-9538,bfidhy.tpqblcsp@example.com,"Mar 18, 1984",United States,San Diego,92101,859 Tpqblcsp St,2013-03-29,family,medium
1555,Japghu,Cnfabcxd,+56-176-4202,japghu.cnfabcxd@example.com,"Feb 1, 1988",Canada,Toronto,M5A 1A1,684 Cnfabcxd St,2014-02-25,family,medium
1557,Dnvazd,Bfzbpmth,+65-109-8290,dnvazd.bfzbpmth@example.com,"Jun 14, 1985",United States,San Antonio,78201,982 Bfzbpmth St,2014-12-04,occasional,low
1558,Xksmcq,Nqklbzvw,+37-389-8166,xksmcq.nqklbzvw@example.com,"Nov 25, 1983",Canada,Ottawa,K1A 0A1,132 Nqklbzvw St,2013-01-30,premium,high
1561,Itypdg,Bqmhsfek,+32-538-6437,itypdg.bqmhsfek@example.com,"May 13, 1992",United States,Phoenix,85001,475 Bqmhsfek St,2013-05-16,occasional,medium
1567,Lrhyij,Gpxicvbl,+61-893-5029,lrhyij.gpxicvbl@example.com,"Dec 9, 1971",Canada,Ottawa,K1A 0A1,896 Gpxicvbl St,2013-05-09,young_professional,high
1571,Xyejxn,Oxlnuatg,+50-956-9492,xyejxn.oxlnuatg@example.com,"Jun 20, 1951",United States,Philadelphia,19101,721 Oxlnuatg St,2016-02-02,occasional,medium
1578,Wnrrrc,Vufbjbbw,+57-145-7517,wnrrrc.vufbjbbw@example.com,"May 26, 1984",Canada,Hamilton,L8E 0A1,102 Vufbjbbw St,2015-05-16,family,medium
1584,Tsiaqa,Gyfiadne,+74-588-5915,tsiaqa.gyfiadne@example.com,"Jul 8, 2001",United States,San Jose,95101,535 Gyfiadne St,2013-10-29,student,medium
1588,Opqbxp,Dzkzwckv,+53-369-5005,opqbxp.dzkzwckv@example.com,"Jul 10, 1973",United States,Dallas,75201,975 Dzkzwckv St,2013-04-22,premium,high
1593,Iahtqy,Dmxjpssv,+87-616-6737,iahtqy.dmxjpssv@example.com,"Dec 16, 2001",United States,Dallas,75201,726 Dmxjpssv St,2014-08-21,young_professional,high
1623,Jrmdqd,Gjchlxyu,+43-986-7892,jrmdqd.gjchlxyu@example.com,"Mar 7, 1970",Canada,Winnipeg,R2C 0A1,864 Gjchlxyu St,2013-01-12,frequent_shopper,high
1625,Ixkbvu,Ldhdljzp,+95-372-9252,ixkbvu.ldhdljzp@example.com,"Mar 27, 1965",Canada,Edmonton,T5A 0A1,310 Ldhdljzp St,2014-02-22,occasional,high
1646,Ejnmle,Qwualsku,+48-465-4710,ejnmle.qwualsku@example.com,"Dec 25, 2006",Canada,Toronto,M5A 1A1,964 Qwualsku St,2015-01-05,young_professional,medium
1650,Lpvhvf,Irutvypz,+88-561-3962,lpvhvf.irutvypz@example.com,"Nov 22, 1989",Canada,Ottawa,K1A 0A1,176 Irutvypz St,2013-04-11,family,low
1671,Shsvaz,Wgcdniqk,+99-269-8851,shsvaz.wgcdniqk@example.com,"Dec 20, 2006",United States,San Jose,95101,472 Wgcdniqk St,2016-03-01,young_professional,high
1677,Hbjgaq,Mwjqvvrw,+46-977-5489,hbjgaq.mwjqvvrw@example.com,"Jun 19, 1987",United States,Houston,77001,116 Mwjqvvrw St,2013-08-15,young_professional,low
1683,Jwejhq,Fhoojrlk,+66-379-4526,jwejhq.fhoojrlk@example.com,"Mar 7, 1970",United States,San Diego,92101,211 Fhoojrlk St,2015-04-02,frequent_shopper,high
1684,Wmtjpx,Diaswtqz,+50-978-2256,wmtjpx.diaswtqz@example.com,"Aug 15, 2006",Canada,Toronto,M5A 1A1,98 Diaswtqz St,2013-02-07,student,low
1687,Leofky,Nulpeosi,+94-869-8896,leofky.nulpeosi@example.com,"Jan 13, 1961",Canada,Winnipeg,R2C 0A1,721 Nulpeosi St,2015-07-30,occasional,low
1690,Ybdxpi,Szaaneww,+55-789-1333,ybdxpi.szaaneww@example.com,"Sep 27, 1956",Canada,Ottawa,K1A 0A1,542 Szaaneww St,2014-05-31,occasional,medium
1691,Nfyfnm,Hcqsuyzq,+90-790-9298,nfyfnm.hcqsuyzq@example.com,"Dec 27, 1975",Canada,Winnipeg,R2C 0A1,388 Hcqsuyzq St,2013-12-02,young_professional,medium
1694,Hrltsy,Bkdlgclg,+49-975-8764,hrltsy.bkdlgclg@example.com,"Jul 9, 1978",Canada,Montreal,H1A 0A1,634 Bkdlgclg St,2015-06-07,young_professional,medium
1698,Uipvcg,Eshmmzqd,+79-617-2743,uipvcg.eshmmzqd@example.com,"Apr 27, 2001",United States,Los Angeles,90001,804 Eshmmzqd St,2014-08-17,student,medium
1700,Uskhia,Kyprrggg,+42-537-5280,uskhia.kyprrggg@example.com,"Apr 21, 1972",United States,San Antonio,78201,131 Kyprrggg St,2013-11-15,occasional,low
1701,Gcabnp,Rsbbqkxg,+90-815-6613,gcabnp.rsbbqkxg@example.com,"Aug 10, 1967",Canada,Ottawa,K1A 0A1,478 Rsbbqkxg St,2013-04-19,occasional,high
1704,Miltyv,Kicidahh,+45-881-5860,miltyv.kicidahh@example.com,"Jul 27, 2000",United States,Dallas,75201,227 Kicidahh St,2015-07-16,premium,high
1707,Sujmui,Ccjvtfos,+71-152-9679,sujmui.ccjvtfos@example.com,"Jan 19, 2004",Canada,Vancouver,V5K 0A1,737 Ccjvtfos St,2014-11-16,student,low
1715,Buaupx,Ozopoomz,+34-363-8012,buaupx.ozopoomz@example.com,"Jul 23, 1965",Canada,Hamilton,L8E 0A1,241 Ozopoomz St,2013-07-02,established,medium
1725,Svvybq,Zwjuoine,+30-948-9086,svvybq.zwjuoine@example.com,"Dec 6, 1985",United States,New York,10001,928 Zwjuoine St,2013-04-23,young_professional,medium
1743,Fccjmu,Bbyvgrtc,+95-158-4739,fccjmu.bbyvgrtc@example.com,"Feb 6, 2002",United States,New York,10001,747 Bbyvgrtc St,2015-08-29,frequent_shopper,high
1748,Pifuft,Mpuvdscd,+47-222-8802,pifuft.mpuvdscd@example.com,"Jul 14, 1954",United States,Philadelphia,19101,411 Mpuvdscd St,2013-06-10,occasional,medium
1749,Ahvwaj,Dcexouwm,+55-167-4737,ahvwaj.dcexouwm@example.com,"Aug 26, 1975",Canada,Vancouver,V5K 0A1,732 Dcexouwm St,2015-12-07,family,low
1757,Mxehow,Eocgopkb,+86-512-5557,mxehow.eocgopkb@example.com,"May 10, 1955",United States,Chicago,60601,245 Eocgopkb St,2013-03-19,occasional,high
1760,Gmhwrp,Ioxltfyv,+56-494-8132,gmhwrp.ioxltfyv@example.com,"Feb 14, 1986",Canada,Quebec City,G1A 0A1,916 Ioxltfyv St,2014-08-25,occasional,medium
1772,Rysxpk,Jkfeheuh,+45-547-8984,rysxpk.jkfeheuh@example.com,"Aug 21, 2002",Canada,Quebec City,G1A 0A1,83 Jkfeheuh St,2014-07-27,premium,very_high
1774,Zlnmjh,Ebdqiiuu,+56-333-5991,zlnmjh.ebdqiiuu@example.com,"Sep 21, 2000",United States,New York,10001,140 Ebdqiiuu St,2014-09-11,young_professional,low
1780,Tklciq,Cyhzykgv,+82-174-3802,tklciq.cyhzykgv@example.com,"Feb 13, 1955",Canada,Winnipeg,R2C 0A1,271 Cyhzykgv St,2014-12-11,established,medium
1784,Hstdih,Fkssmonr,+54-591-3132,hstdih.fkssmonr@example.com,"Jan 20, 1979",Canada,Calgary,T1Y 0A1,105 Fkssmonr St,2015-01-27,frequent_shopper,low
1793,Imiiiw,Oiayjpfj,+50-255-5046,imiiiw.oiayjpfj@example.com,"Oct 23, 1992",Canada,Ottawa,K1A 0A1,499 Oiayjpfj St,2014-08-04,frequent_shopper,high
1795,Vvlwgs,Bsoscuhj,+52-752-6328,vvlwgs.bsoscuhj@example.com,"Nov 8, 1956",United States,Los Angeles,90001,169 Bsoscuhj St,2013-02-18,occasional,medium
1811,Jpdcmu,Mlbeqnhf,+92-801-3605,jpdcmu.mlbeqnhf@example.com,"Oct 2, 1966",Canada,Edmonton,T5A 0A1,937 Mlbeqnhf St,2013-12-22,established,low
1813,Wktuqd,Blybbonr,+68-293-3317,wktuqd.blybbonr@example.com,"Apr 6, 1966",Canada,Winnipeg,R2C 0A1,466 Blybbonr St,2015-01-13,occasional,high
1817,Bfgstp,Odzetxqh,+66-889-4830,bfgstp.odzetxqh@example.com,"Mar 16, 1972",Canada,Calgary,T1Y 0A1,490 Odzetxqh St,2015-03-03,young_professional,high
1819,Cagsow,Namasghm,+53-721-4339,cagsow.namasghm@example.com,"May 25, 1979",Canada,Edmonton,T5A 0A1,284 Namasghm St,2013-07-01,occasional,medium
1820,Ytxbwx,Oixqjhxl,+87-833-7046,ytxbwx.oixqjhxl@example.com,"Feb 16, 1975",United States,San Jose,95101,360 Oixqjhxl St,2014-07-23,premium,high
1821,Rgrjoy,Fqhjwtcr,+65-145-5474,rgrjoy.fqhjwtcr@example.com,"Jul 26, 1980",United States,Phoenix,85001,184 Fqhjwtcr St,2014-07-02,occasional,low
